Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 00:00:00-04:00,22.660955390590455,24.297063353544775,21.927235643962906,22.601919174194336,8989500,0.0,0.0
2020-03-17 00:00:00-04:00,23.369374273002723,23.985024856143482,21.623629083120875,23.976591110229492,9725900,0.0,0.0
2020-03-18 00:00:00-04:00,21.89349946843592,23.84165107174174,21.57302521120739,23.765748977661133,12074700,0.0,0.0
2020-03-19 00:00:00-04:00,23.192268469576153,24.094658294475344,21.918801898763462,22.601919174194336,9083800,0.0,0.0
2020-03-20 00:00:00-04:00,23.150100712736588,23.150100712736588,20.37546135308006,20.560998916625977,16243600,0.0,0.0
2020-03-23 00:00:00-04:00,20.25739249501667,20.6790700992831,19.270666836690328,19.844148635864258,11715300,0.0,0.0
2020-03-24 00:00:00-04:00,21.07544317122201,23.554907546828172,20.687500608100333,23.2850341796875,12986000,0.0,0.0
2020-03-25 00:00:00-04:00,23.900684008735738,27.375306170243196,23.47057270847964,25.08138084411621,13540400,0.0,0.0
2020-03-26 00:00:00-04:00,25.41872671316674,27.611452292842102,24.94644822369877,27.434345245361328,11543000,0.0,0.0
2020-03-27 00:00:00-04:00,25.916307219407013,27.130737657455708,25.831971370177165,26.034378051757812,7336500,0.0,0.0
2020-03-30 00:00:00-04:00,25.90787364237261,27.24037492145109,25.5114972395549,27.01266860961914,6287300,0.0,0.0
2020-03-31 00:00:00-04:00,26.4223125375602,26.945193354274757,25.66329334629303,25.781362533569336,8939400,0.0,0.0
2020-04-01 00:00:00-04:00,24.001892031472313,24.474172176644224,23.310340915023083,23.529613494873047,5379300,0.0,0.0
2020-04-02 00:00:00-04:00,23.175400465198127,24.44043326275574,23.141667093720894,23.656112670898438,7140500,0.0,0.0
2020-04-03 00:00:00-04:00,23.436845749736214,23.85008967470082,22.6187900376915,23.377809524536133,4855300,0.0,0.0
2020-04-06 00:00:00-04:00,25.258488139584504,26.07654208040734,24.710305988870164,25.831968307495117,7687600,0.0,0.0
2020-04-07 00:00:00-04:00,27.70421565079668,28.370466997667766,26.540386240639627,26.633155822753906,7997900,0.0,0.0
2020-04-08 00:00:00-04:00,26.962065927941538,28.4379391782812,26.607856669574506,28.227100372314453,6563400,0.0,0.0
2020-04-09 00:00:00-04:00,29.019854064028063,30.664397447235963,29.019854064028063,29.905376434326172,10681800,0.0,0.0
2020-04-13 00:00:00-04:00,29.399361302856047,29.888505621251962,28.378902334476873,28.94394874572754,4460900,0.0,0.0
2020-04-14 00:00:00-04:00,29.63549586567099,29.8125996535987,28.404198267967598,29.036714553833008,6987200,0.0,0.0
2020-04-15 00:00:00-04:00,27.47651669681283,27.856024000894863,26.83556487937477,27.383747100830078,9863800,0.0,0.0
2020-04-16 00:00:00-04:00,27.172908292164507,27.383747113259155,25.941608740514045,26.10184669494629,7156200,0.0,0.0
2020-04-17 00:00:00-04:00,27.459639643503998,28.319862119703743,27.215065924192075,27.881317138671875,7119100,0.0,0.0
2020-04-20 00:00:00-04:00,26.827127391886215,27.856020115773756,26.624722344985667,27.451210021972656,5212400,0.0,0.0
2020-04-21 00:00:00-04:00,26.42231644398433,27.071698678584372,26.21991140362652,26.531951904296875,5502600,0.0,0.0
2020-04-22 00:00:00-04:00,27.29940922941857,27.543983030194596,26.58255853571785,26.784963607788086,6105900,0.0,0.0
2020-04-23 00:00:00-04:00,27.054838114644507,27.35844330393067,26.641592624303232,26.903032302856445,12189800,0.0,0.0
2020-04-24 00:00:00-04:00,27.19820643355009,28.30300295382926,27.1138721965831,28.083728790283203,8255900,0.0,0.0
2020-04-27 00:00:00-04:00,28.328300938638492,29.23069073386142,28.235531353067863,29.028284072875977,6213900,0.0,0.0
2020-04-28 00:00:00-04:00,30.352350174942778,30.698125622565808,29.52585938097138,29.669231414794922,7509900,0.0,0.0
2020-04-29 00:00:00-04:00,31.161968714269825,31.819784602111348,30.849928256850657,31.608945846557617,9826900,0.0,0.0
2020-04-30 00:00:00-04:00,30.698136166426636,31.372819806065,30.31019025863238,30.42826271057129,6057500,0.0,0.0
2020-05-01 00:00:00-04:00,29.51743007543377,29.74513635064446,29.002982922233077,29.247556686401367,4534900,0.0,0.0
2020-05-04 00:00:00-04:00,28.674079656860282,28.935520953080363,28.07529817731714,28.825883865356445,5795200,0.0,0.0
2020-05-05 00:00:00-04:00,29.2391212084303,29.68610162103551,28.859613968511766,28.90178108215332,4012600,0.0,0.0
2020-05-06 00:00:00-04:00,29.3234585264382,29.508997686234597,27.645180386725553,27.805419921875,6396100,0.0,0.0
2020-05-07 00:00:00-04:00,28.59228188592368,30.34562186548954,28.59228188592368,29.45612144470215,7470800,0.46,0.0
