,Mean Daily Return,Std Dev Daily Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Positive Days %
BRO,0.001646022727358914,0.011621799555624578,0.5135482340855919,0.18449034846734164,2.248343779175384,-0.11356019694268793,56.17529880478087
RSG,0.0012496812656434238,0.009357023355769958,0.36987989500061613,0.14853814086714218,2.120126703509897,-0.08562214898903653,57.96812749003985
TRGP,0.0020707174559312434,0.01603348940342716,0.6841841656291807,0.2545237536603458,2.050185066777804,-0.17551539083378964,57.76892430278885
HWM,0.002422850479932768,0.018944395487816835,0.8400999075283737,0.300732955195305,2.030234167540909,-0.15670901172842033,57.96812749003985
PLTR,0.0055115600412016,0.04324278691261971,2.9952237983264802,0.6864579610089019,2.0233039884066435,-0.38709680974138105,52.39043824701195
WELL,0.0016730561431862656,0.013225426180401007,0.5238771629003975,0.20994713193710354,2.008172934742666,-0.11141422718073846,54.980079681274894
GE,0.0021579412817994076,0.017303115484616407,0.7215332191229118,0.27467844287355525,1.9797738669422367,-0.17649174378813226,55.57768924302788
FI,0.0014625896951230742,0.01201487434043432,0.44528037003650756,0.19073021723088246,1.9324290011417056,-0.15723510173855948,57.171314741035864
BSX,0.001457883630862039,0.012064116358743134,0.4435698834702886,0.19151191003788254,1.918348967980957,-0.11348656071882202,56.97211155378486
WMB,0.0015708927041410937,0.013120094791379582,0.4852072963236802,0.20827504797350543,1.900683568652513,-0.12183606032810546,55.97609561752988
META,0.0025970181633408864,0.02170265877718158,0.9224496615223665,0.34451902747989366,1.8996006750312142,-0.19822983377826664,54.581673306772906
COST,0.001409201343687939,0.012090415185035966,0.42599348966596917,0.19192939096274486,1.8502572056735815,-0.17294726590994403,57.171314741035864
WMT,0.001341568719694641,0.011515205563711144,0.4019284377667274,0.18279822130420217,1.849445333499412,-0.19562115616153652,57.171314741035864
RCL,0.002611507634088212,0.022530964984193515,0.9294637227646729,0.3576679808788823,1.8399743867849412,-0.2702407309097309,54.7808764940239
NVDA,0.003750834462571846,0.032660290554102855,1.568808161946151,0.5184660393196086,1.8230900635430627,-0.28407944001634755,55.57768924302788
NFLX,0.0024377120235028874,0.021426424488177862,0.8469874328276774,0.3401339440861382,1.806063289487969,-0.2751313781780309,52.98804780876494
IBM,0.0015921349847138572,0.01404488060680936,0.49316638856623585,0.22295556767526906,1.7995424843225227,-0.16862174437695143,56.77290836653387
VST,0.0038074135238275494,0.033688078755911004,1.60555651286723,0.5347816712141924,1.7941306885595438,-0.4346240126695107,56.17529880478087
GDDY,0.001884639684149593,0.0167288806430867,0.607181826173615,0.26556274736453817,1.7883878861735145,-0.19696757648009533,59.9601593625498
ICE,0.0012069819383262808,0.01072356702101943,0.3552365822598056,0.170231349030907,1.7867416911734628,-0.14191586695458502,54.7808764940239
NRG,0.002527195597225287,0.02275006098533111,0.8890043991113121,0.36114602207243507,1.7634232459385601,-0.2515662373210882,55.97609561752988
TMUS,0.001349447514268486,0.012175873619501875,0.4047109228032859,0.1932860015529231,1.759365762980758,-0.15908032150042095,56.77290836653387
COR,0.001183454684037119,0.010790084910149983,0.34723487109283746,0.17128728778516544,1.74111333207287,-0.11837614843763711,56.573705179282875
FICO,0.00204389245144181,0.018677319484332943,0.6728608579299982,0.29649325507707663,1.7371757668802297,-0.28838564259590005,57.37051792828686
AJG,0.0012688154455128301,0.011623730181437655,0.3764928031493353,0.18452099620199838,1.7328190224987003,-0.12776678732430435,57.56972111553785
TDG,0.0015576832911648921,0.014529518098426,0.4802792952099981,0.23064894934828373,1.7018772055224787,-0.12229125499294202,57.37051792828686
LLY,0.0020137150998287517,0.019156683690750676,0.6602130772679355,0.3041029259427196,1.668698857742754,-0.24280547315045298,55.97609561752988
BK,0.0013932416016344158,0.01352382674062877,0.420277860893461,0.21468409397777363,1.6354117210389238,-0.13666177087520814,55.57768924302788
LII,0.0018566806241491743,0.01811334364258186,0.5959189252898329,0.28754041614074655,1.627192182460257,-0.17521621822839972,56.37450199203188
CTAS,0.001330722902307169,0.013110550773221274,0.39810709308619363,0.2081235413821744,1.6112649686544704,-0.1959641383954649,57.76892430278885
CAH,0.0013426440253369268,0.013240278596063982,0.4023078703272325,0.21018290672638032,1.609770745179438,-0.18140231145216412,56.77290836653387
NWS,0.0014330265572799832,0.014215818526296388,0.4345686191151532,0.2256691230228298,1.6002308494725832,-0.13719501527137945,52.589641434262944
KMI,0.0012159401776727936,0.0123469006357446,0.35829574238574535,0.19600097126763302,1.5633439099398214,-0.15514302087965182,53.18725099601593
HIG,0.0012664460756329817,0.012907236155047038,0.3756722103745107,0.20489602187661593,1.557592031980462,-0.13722147603173762,58.56573705179283
PGR,0.0015692084169988871,0.016088511363024242,0.48457803592622595,0.2553972001907937,1.5483353802951125,-0.2290779038359012,54.38247011952191
GRMN,0.0018055312873712323,0.018521724021011828,0.5755172409561913,0.2940232536706114,1.547475850081135,-0.13458437789575173,53.98406374501992
CBOE,0.0012260535077768283,0.012581233009241117,0.36175762206460016,0.19972088237405275,1.5469863756214848,-0.14988581642302423,54.18326693227091
BR,0.0011352349916819674,0.0116521030871808,0.3309819220984296,0.1849714021174102,1.5466132311754204,-0.11060963097650722,53.38645418326693
MCK,0.0014281581342124093,0.01469968970057162,0.43281221952663196,0.23335033978518013,1.5422983748506365,-0.23907425289174622,56.97211155378486
AFL,0.001214043881467789,0.012571844275232037,0.35764760052045874,0.1995718408421702,1.5329770815304167,-0.1252503891152832,58.56573705179283
MMC,0.0008839364968220832,0.009291698160404567,0.24938771819430805,0.14750113553944097,1.51017140569472,-0.1061568033015311,57.76892430278885
APO,0.0018600299255254684,0.01971391087901692,0.59726398702983,0.3129486333262171,1.4977778821095453,-0.2924843325068325,56.573705179282875
TJX,0.0009624362709366585,0.010304856025799983,0.2743258623599272,0.16358451804355292,1.4826216024395749,-0.11044763045640871,53.58565737051792
AVGO,0.0027760767189258543,0.03012018414831941,1.0109396385402851,0.4781431001995379,1.4631003414613144,-0.2802767820920885,52.589641434262944
V,0.000932748749351842,0.010229549752093274,0.26483683593138974,0.16238906800920744,1.4474661854906192,-0.12453206313212783,58.366533864541836
AIZ,0.0013556992673575058,0.014905770843685861,0.40692271328544494,0.2366217765126613,1.443807160985502,-0.13964779254971837,56.573705179282875
JPM,0.0012747913738384267,0.01402647159436705,0.3785646350441223,0.22266333366244118,1.442749557923607,-0.19560638463244062,56.77290836653387
CME,0.0009754695099794039,0.010745717250061838,0.2785140438128948,0.17058297301608297,1.44104837762227,-0.11649407852316451,54.980079681274894
PM,0.0011529287977807767,0.012715431235142901,0.3369229946214052,0.20185121316678586,1.4393674057370645,-0.11732128584535173,55.37848605577689
ISRG,0.0016331227853678973,0.018052492146035975,0.5086440299802804,0.2865744285801474,1.4360909448611572,-0.2717155620305708,56.17529880478087
WAB,0.0012749450700785634,0.014122554136270293,0.3786179619028267,0.2241885967297067,1.4331066001860795,-0.17033622625168165,55.17928286852589
ETR,0.0012923524840229915,0.0143961719545148,0.38467099829819973,0.22853214493781293,1.4250635334579054,-0.17389216384969097,52.98804780876494
AMZN,0.0016456800525165701,0.018409461858041532,0.5134177534357942,0.2922411470814418,1.4190724933015813,-0.1990002423150694,52.98804780876494
ALL,0.001349558789504751,0.0151820745415903,0.40475026027277106,0.2410079617385573,1.411110290721938,-0.14271245520972864,52.98804780876494
FFIV,0.001378518057559203,0.015576149600094584,0.4150251871019912,0.2472637093547307,1.4049233161286512,-0.17121697241067502,55.17928286852589
ECL,0.00103829151789339,0.011758257666818702,0.2988947652094558,0.18665655382692514,1.4017694913179708,-0.17259473570772288,54.980079681274894
MSI,0.0010329653313532177,0.011771060486956721,0.2971543606020619,0.18685979229591806,1.3930619332423246,-0.1821497201204143,55.57768924302788
KKR,0.001804250516342708,0.020879189612812914,0.5750097338925335,0.33144685975239574,1.3717768527299377,-0.3517324784906194,55.37848605577689
MA,0.0008965011506409256,0.010436032527568829,0.2533463852490385,0.16566688045276765,1.3636901313290772,-0.12591335872324794,55.77689243027888
TT,0.0013723276242487172,0.01599205886508585,0.41282251123261515,0.25386606425353797,1.3622402124818742,-0.2032257007596987,56.77290836653387
VRSK,0.001033211921961498,0.012051441081084066,0.29723488616685456,0.19131069624297503,1.3609767224076912,-0.12901779795507362,54.980079681274894
