Stock,Weight
K,0.1728061204484896
MO,0.13036802795604877
RTX,0.11622367391134694
FOXA,0.11433615313556457
GILD,0.07725887755761672
TMUS,0.07198110179517811
BK,0.06282159355116512
EVRG,0.057896975249278844
WELL,0.05544422815044305
PM,0.05157292734215381
KMI,0.05121295431416834
NI,0.018553872711608382
TPL,0.011481571770170739
PLTR,0.006665555106960919
T,0.0013763669998059806
ETR,3.024698261764138e-18
TRGP,1.0380125102696342e-18
VTR,3.724998286917163e-19
WMB,0.0
FOX,0.0
