Stock,Weight
K,0.18667912758780608
FOX,0.16707916185666646
PM,0.10904939930483046
GILD,0.08579376325084527
TMUS,0.08128322625439748
RTX,0.0701952300696699
TPL,0.06277573540785988
WELL,0.0623187087256133
MO,0.04840393243806151
PLTR,0.04268404340089556
ETR,0.04072273062204188
T,0.03912353732129683
TRGP,0.003891403760014622
EVRG,6.442388601215175e-16
VTR,1.369110174623961e-16
NI,1.1112733454797519e-16
WMB,8.792184062331043e-17
BK,2.5807289240693394e-17
FOXA,0.0
KMI,0.0
