,Alpha,Beta,SMB,HML,R2
CAH,0.14828175829649579,0.6988025558429775,0.17624635092155377,-0.5181547558080635,0.2423593335971132
ALL,0.13898702011376263,0.4634183821140235,0.05720060404675872,-0.27703690915876017,0.13803172143842052
SWK,-0.14855331629091378,1.2214490236928703,0.7851579429442076,-0.3467751409367929,0.42715607449505705
PM,0.13334883315397805,0.5725648822885494,0.038092978853886565,0.04169149753816922,0.22517771907233672
CHRW,0.008756736623140068,0.8201732818985678,0.34056494867380943,-0.16908149835306552,0.32621339650934583
CB,0.14272545289946548,0.5716672480586674,0.2510287159948808,-0.43440675172749665,0.23981608784846753
MCK,0.26751474336910364,0.5451240173630353,0.1560837449265528,-0.696788890268291,0.16927275518688556
ZBH,-0.08452659490900774,0.9147300910714055,0.6512234871663016,-0.6099815544045574,0.47226386203197046
RVTY,-0.022652420869773274,1.0189468330825728,0.6488577845772654,-0.019678582401334136,0.31854211987351627
DAL,-0.021972609643960035,1.318374175108762,1.610673795934431,-2.224088483008352,0.3183125947850136
GE,0.21918152991417628,1.1139072630780065,1.1753687168354967,-1.6292747115773545,0.3050169417774631
NFLX,0.09354587703776471,1.1724800667906046,1.3051717822808147,-1.849803082029948,0.26377834372992304
CCL,-0.09226571016361672,2.394575454179586,2.875400823227921,-3.736877223871654,0.4383258914292314
BX,0.09348554558082678,1.5347315651415192,1.514206996796834,-1.5249016604564247,0.5461730161253837
CDNS,0.16771315157324634,0.9050412794560845,1.0045707549049157,-1.1506618892822127,0.30477195442482813
VZ,-0.029884682386703748,0.41764650641653756,0.06459353460454673,-0.07064942917405576,0.15536449463624005
BALL,-0.14124475959516325,0.9664266767455444,0.6742845340123564,-0.45936168463204297,0.369614249453816
CDW,0.019460551857439667,0.9230758080329653,0.9031744147564075,-1.007271802939156,0.39119325851801245
GS,0.10758756578869043,1.3604467593148877,1.2271858788515018,-1.4892743611906938,0.6871925675545508
FANG,0.2705299905330639,1.56743870721203,1.9791713242332787,-2.9421729015912934,0.29781491254377945
MAA,0.030841053204726798,0.7635007246732732,0.3427317331724974,-0.1967926713884279,0.41954396349721407
CFG,0.06155227395167376,1.3318962160120025,1.4404744510161718,-1.5451285426627546,0.43341285380375066
FFIV,0.06013647456683318,1.0728199296691128,0.9996387858890944,-1.1962628889218,0.39983229447649893
WYNN,-0.07589256300521559,1.5602121998491112,1.78067638212405,-2.1406052202000208,0.39309696585944137
VLO,0.1224110455104204,1.4056284224196787,1.5245535232943614,-2.302818772655156,0.33941013130591774
BLDR,0.2926237877097425,1.9562002920380397,1.9132247922940961,-1.9262369981615646,0.4975056958805731
PNC,0.008791489718997104,1.2130298289818562,1.0926649762950715,-1.2245325268837082,0.5693551609493951
NOW,0.12722894331719253,0.8107326819845069,0.9167672653384524,-1.0592737778858115,0.2571444017948457
ALB,-0.06770247483853947,1.6338412919227814,1.885949931805853,-2.030998216226652,0.3483381998570413
CL,0.035814742592164085,0.4128029659016692,-0.06156016562004099,0.06202884096623254,0.21776190035641194
FI,0.04419763704385115,0.9704482837317349,0.5638772670105144,-0.8746711355720794,0.46239866384135625
FOX,0.0873753918917364,0.6554244784506026,0.49315144454715776,-0.6613411432907859,0.25972726115519834
TPL,0.3795577942525902,1.6008485044848018,1.117083911140664,-2.304268658804418,0.2719782800688782
ETN,0.15958952670921092,0.9887686283722572,0.853553223307378,-1.2446086263126677,0.5102606251092583
AIG,0.17648796877906153,0.8456510208743241,0.5809623680170245,-0.9729121444760425,0.32519250026193086
EW,-0.0744920655546216,0.9632380501555942,0.7033862233414736,-0.7218657633973347,0.28081510356053374
AMT,-0.07640106571776721,0.8368924866427926,0.1458254999343902,0.26449049582205075,0.33841021795074794
OTIS,0.04431735327215969,0.8710566400245072,0.42414125128657876,-0.3090444050360083,0.5194638479636431
ACGL,0.21768941327630648,0.3989957172327755,-0.06939822577190308,-0.35177779119129293,0.0733435352566918
TEL,0.029694991633187867,1.1769009756608957,1.0707303663600194,-1.1900044064385897,0.7296463724142979
META,0.2028304273569871,0.928958108186054,0.7780246087478679,-0.6561519473853047,0.16766403255873452
PNW,0.035126013646764404,0.48770469694194224,-0.15703123227331367,0.26083498398000843,0.14649278853541645
FE,-0.005355625747520951,0.45184120814193107,0.12216002720372357,-0.02906443028400525,0.13742643732019638
NOC,0.09253561046360895,0.29104850781279573,-0.12467197376637516,-0.003732664080027401,0.05936595518052895
NWSA,0.08741447822367457,1.2277516793383987,1.1857839800253394,-1.635380985281435,0.4893728971050429
UNH,0.07158965225162087,0.6557781842235971,0.16601599829329025,-0.3005924905461682,0.2869396086014831
PSA,0.03838096838611487,0.7369751227157385,0.2667785980785005,0.03832475842497291,0.29401151744069814
PWR,0.31775148505810047,1.0063648136745695,1.0876711149911535,-1.2364036565162133,0.3329496863206023
GOOGL,0.13179443064446827,0.7498276910687349,0.922834328326088,-0.9106148739995276,0.25082017461243317
ANET,0.30180158450860756,0.9691254055463734,0.7233010306492614,-1.0523630342280386,0.20077871778520762
SHW,0.02266006718009335,1.260599022330215,0.6401099230781095,-0.5382787490384185,0.5972828510768249
IVZ,0.013562196956035583,1.374120293313652,1.2424104609478352,-1.0176096321149342,0.38284021858259015
DOW,-0.03808469934535442,1.1428495323678864,1.0601227491314424,-1.0578108834769921,0.5364447085645404
MA,0.034340300458713974,1.0431429972992647,0.7314546187504786,-0.9618328078526105,0.5352520649879757
IR,0.07604327301397402,1.342270385801591,1.1988023588330605,-1.5112180610870156,0.6655415142673271
FICO,0.2147400553806657,1.3127987222289879,0.803814892093656,-1.0384305931310305,0.4361816305241139
NEE,0.02030228437637726,0.4973551342832756,-0.04816520374408353,0.3981590000662863,0.12072191079475694
MNST,0.056567119926232215,0.6670251628814757,0.3060379324708641,-0.19067367733223375,0.2798026448228815
WEC,0.015237478148110679,0.4697771567934407,-0.24879284289900636,0.5062567250175246,0.19140936533222586
TSLA,0.3257262943092292,2.0618279084760642,2.85741122602166,-3.151998860213071,0.2541234982770753
EIX,-0.03207897382759145,0.7675481434980982,0.30283843939638455,-0.038678100366346425,0.26600059219469413
KMX,-0.09603761180712128,1.5104249699173937,1.5448598666624185,-1.441822246238973,0.4426880762784977
CSGP,-0.048951247065800826,0.8840086021191129,0.515285927365602,-0.5510125365859061,0.35292268392703935
AVY,0.01945877708071144,0.8782995664957457,0.622051925733457,-0.6032763543140632,0.46047452692287655
TXN,0.023556526982130073,0.9390970794932799,0.8874502371233918,-0.946234473988151,0.5234762483169942
DOC,-0.10591254071281184,1.027973376562062,0.611448824251711,-0.2156383335596231,0.49720290100769016
MU,0.06776252782248735,1.1171281618155626,1.4688521966039156,-1.6486261608183774,0.28866540057971624
PEG,0.08728892625220958,0.5337272488005659,0.0335877807298744,0.11147680339092347,0.2478166408513778
A,-0.03516139490655462,1.1787668964686777,0.8867208414037979,-0.6600832962042065,0.5815256517088248
NVR,0.08408449439965837,1.0248409939391523,0.7436716548260774,-0.3996924134566896,0.49055771286466104
PPG,-0.05809153505903598,1.107426079749435,0.6713107311234673,-0.5284099547274469,0.5742495015142626
TYL,0.04518601866971704,0.7443420801601821,0.5648983820601902,-0.659389494729576,0.2687799547049218
UNP,0.0015315343468907394,0.9965967097126726,0.6491022044772775,-0.7246068977448769,0.5437371411616349
HD,0.02359405826041014,1.0355709308963004,0.6432395350579821,-0.5745587664087133,0.5425952835402831
LW,-0.05334859622892218,0.5794332880571323,0.692312893770298,-0.8240237701206152,0.11023797177172333
CSCO,0.016072880186051082,0.8427618529605729,0.4497433036197053,-0.6897670905699418,0.39162995311568927
YUM,0.07084620135413894,0.9026577806394398,0.43247280488929873,-0.4448918679907927,0.4680577142235121
UHS,-0.033062530395571686,1.3268521227419627,0.6206265424530804,-0.6537882389345806,0.4480719957443516
NSC,-0.04921157077294267,1.3116454147534038,0.8355863940198756,-1.0029659795008363,0.6820029968790656
JNJ,0.010363300882019259,0.49991052698993915,0.07217920340717335,-0.06107422610922063,0.276582135948716
EQIX,-0.01170336203160905,0.7633683159946522,0.3889820437667385,-0.21490451424000953,0.334514521442925
GIS,0.04046287297041292,0.21093259131599182,-0.17651930632988688,0.3034621942880541,0.04901972704271412
MTCH,-0.27370846672752014,1.3967294051253258,1.620602107625211,-1.1701836842189988,0.3409554790507113
FIS,-0.19792224277278553,1.0548000751343716,0.8028203949370779,-0.9043950929157415,0.34978400515546904
HSIC,-0.03788049507738249,0.9101799040484271,0.5001170265223627,-0.24006367608234244,0.3724199668431064
LEN,0.08148433490033795,1.5061171800122297,0.9764492897708913,-0.6081330416938757,0.5527747149730777
AXP,0.09044351398155856,1.2168588909164264,1.191223076519062,-1.5381108004208106,0.5835394633835657
BR,0.06601582444468429,1.0107167689928809,0.7170933240871037,-0.7446076337487182,0.5862083701109201
ROST,-0.04421180686696984,1.0971759899054998,0.7850118317306797,-1.0511182697702521,0.4433035385870679
TGT,-0.07927091085642438,1.222033370515993,1.0716104901288241,-0.9333863596511659,0.41736443076267704
AMP,0.1723131514581076,1.2518551895447827,1.105536022297633,-1.4530113171466341,0.7063707945386258
ES,-0.08884935632542654,0.6354804976797687,0.02412036286715421,0.38634484648965833,0.26696738773174267
LULU,0.014913211067967738,1.0444512599358895,1.009914197786349,-1.0669697375801472,0.23177964301824888
SWKS,-0.14561688898753675,1.070624180343898,1.2780190267716267,-0.8240973639683093,0.3606840713444391
ADBE,-0.07375658610410935,1.1469645170640856,0.9585321551333753,-1.128701498380969,0.3276668839907363
DRI,0.15802845952672118,0.973942656075745,1.037510919505927,-1.255794399977824,0.4106635999046943
KDP,0.014513756133901087,0.583295618469281,0.24798918990301572,-0.1726982728741927,0.31174209079220916
CARR,0.1511146991932976,1.1398059689153215,0.8012885718486134,-0.5381903207630484,0.4571062199382637
XYL,0.02033578223057999,0.9853961123890227,0.6105726841303497,-0.7267138157691178,0.46847670406722414
UDR,-0.027948037039501918,0.7967931929903109,0.5760411317871046,-0.5378015279012023,0.4009474749402442
TSN,-0.050436209042579956,0.7510590841347792,0.34678820937663757,-0.24494124476040766,0.33970495230208236
CRM,0.04647631722058744,0.9820798332054017,1.1989656375572644,-1.2950966478351897,0.2226957487184406
MDT,-0.06066778841936224,0.7709152582117792,0.5093103003707863,-0.47759823519843536,0.3894358095061889
ETR,0.1057567710535034,0.5792066470365853,-0.1436616548230599,0.17077775741604223,0.2099047807500377
TT,0.17869337000316887,1.032344992486857,0.5911334764584508,-0.5903623002884295,0.472551567988647
PG,0.0666625932952785,0.3879914441267536,-0.14813971935883308,0.13732553004836054,0.1615669407779988
OMC,-0.0058980403452230865,0.9971643785445065,0.8018825348230411,-1.1135616985745647,0.442339113827816
PAYX,0.08410946640489184,0.8771586330349258,0.5353818895851282,-0.6196034452178032,0.5542350916461724
DE,0.14107886699037414,1.0449480221834482,0.826597157824016,-1.0016863651533263,0.42136174872131593
DFS,0.18350984805488202,1.3331136109529704,1.3634571886479843,-1.520040513056692,0.4764828387357902
AMAT,0.09603352472393954,1.4640950976560219,1.6888218943385507,-2.1758102622825897,0.4803975891133851
DVN,0.24849770928118822,1.7660997587242178,2.123121428301583,-2.9681521718072394,0.3072596288901453
SBAC,-0.12130507590964901,0.8127682346301,0.07079781999132559,0.4373372232850584,0.3010328624508779
JCI,0.08943357878187938,1.21592586032555,0.8676098816273756,-0.8271137358949604,0.6107680091006101
ESS,-0.007203219459566333,0.8000614292002377,0.5424019199762451,-0.5582446067341085,0.3847003704473014
USB,-0.046594446238571556,1.1001621468977272,0.9830267412053353,-0.9385441741475757,0.4378709310598973
BIIB,-0.11784728845789941,-0.008059684738242263,0.027096599484402406,0.34486198757457825,2.292998523542412e-05
CHTR,-0.1557677505296292,1.155529743337581,0.707942592123573,-0.6902584534952015,0.33124818445848075
AMD,0.06719144853178892,1.455749761383191,1.6260453944669937,-1.715208489998477,0.24549001182072033
EG,0.0949376428664204,0.4982347451118018,0.16633462792125317,-0.5243617312471801,0.13159491779937924
CBRE,0.07655754838845273,1.3847080627723969,1.1875022832089097,-1.189302167497614,0.603701779459142
NVDA,0.5054967093009142,1.3411045112711237,1.5577774685613306,-2.005343674423826,0.23582009015522432
ADP,0.08148078149278883,0.7556587579777729,0.44100610327853923,-0.6041228322112034,0.3832550843041713
UBER,0.07603207623330573,1.3613951654773402,1.4792258806125347,-2.1022025525596697,0.28764422183051297
HPE,-0.014228654594771468,1.1834819986041007,1.0781874961543165,-1.5135799049624235,0.4459960471585697
SCHW,0.07364750203118071,1.0289986219299851,1.100465464358586,-1.5602814949029988,0.31150281724107876
CMG,0.16162500001082364,1.030487761004887,0.9687433009364873,-0.970377997785804,0.314449194643124
VRSN,-0.03305664641209011,0.7470160156815675,0.4765419892350593,-0.4865671885525449,0.3249593352467147
GPN,-0.19177077906835574,1.0945711885717595,0.8423877896817055,-0.9889538200746839,0.34636660029772637
MKC,-0.037690044717623675,0.7169492153547152,0.21220525442269964,-0.05428452085948293,0.32519482136635136
JNPR,0.08256624605176666,0.6962111298992408,0.3180763625725718,-0.5262835763136288,0.22061762509632254
EOG,0.19115554528275241,1.1421395552393852,1.1875008639410676,-1.8289593401919235,0.2842033786779342
AFL,0.14219590400971588,0.8970476945186671,0.48944608739581125,-0.8024918096623816,0.4582641741490966
LYB,0.01837797370222702,1.0081540898699313,0.9729355346743105,-1.0825944832864731,0.47952944154202487
GEN,0.0026678356340551004,0.9329551813144673,0.6131106179428791,-0.585046019512373,0.25052277608506335
KR,0.12172523423573112,0.553488460729475,0.10756647997510159,-0.01962011101896694,0.18727214623357305
MDLZ,0.014914890811985076,0.49798066268118274,-0.05077980720066461,0.18849686075325492,0.2352221633604664
CMS,0.027404781689839595,0.39234164628658824,-0.24200687181870986,0.5315919996683286,0.1543876349903214
DHR,0.022988739117345426,0.7456958370644516,0.5248033347738561,-0.1778946154393532,0.2951799724364173
PFE,-0.046650397232026596,0.583292513274022,0.07141181900752828,0.015382433916803245,0.14922261419838773
REGN,0.056069848777652156,0.3006441319156789,0.05552759880791231,0.0611186296025316,0.04242358511229337
FDX,0.05231998226355166,1.0921671647794258,0.6921169877526939,-0.6414190485411371,0.31350469929826336
CTAS,0.18967007785105444,1.1727629351344486,0.7605094744190561,-1.026729668205407,0.6326565407157972
XEL,0.01112204543015418,0.4135908039677158,-0.23297584009833688,0.46827544131683346,0.15096375753023097
MOH,0.07555086990819486,0.7657214660707683,0.36644006244338523,-0.34560518373414745,0.30709777372264385
GWW,0.14520297128026147,1.1675545268327872,0.7135612519660245,-1.0967604169462206,0.5643373841922608
EXC,0.08835861587635153,0.4488531666401899,-0.14766740259904687,0.25378335019530657,0.17344164494484213
HPQ,0.027311108385346644,0.9886071654504578,0.8021407643511042,-0.8847547370694832,0.31431489249041883
AWK,-0.020442514579017315,0.6505279323461823,0.031668855813764094,0.3467630992923303,0.2798287113851137
WAT,0.026092407041258245,1.0808311999662052,0.5369459425083045,-0.15768062472517266,0.37542300587821587
LMT,0.04767249688937675,0.44538342049663293,0.0326216889874874,-0.13912536579041251,0.13044885676069057
LYV,0.0592246510532399,1.3182606315489036,1.4973702213390518,-2.147674675020787,0.38038165368198434
TROW,-0.1366121448247219,1.37015136650688,1.2072186318508649,-1.2233990071113516,0.684943914183257
COO,-0.0916424532070012,1.0001058966710807,0.6066003963144977,-0.31626250056165384,0.4567468220899406
NEM,0.0012808876222759266,0.6478056203411285,0.06930109323692776,0.5391992981936915,0.10339856785798468
IRM,0.19946903466562738,0.9357764327036593,0.541142925854614,-0.5416372759222454,0.40546102857293914
CTSH,0.009394209642310428,0.9424742076213938,0.6549840293059854,-0.6770306900221587,0.4289015234959156
NRG,0.18783164216186307,1.031326740712536,0.6894059707321489,-0.9130450529035489,0.2525851028000392
ATO,0.018042100254119252,0.700716494327864,0.07434045684932439,-0.02924738422159718,0.3920248116032774
KHC,0.022493655350180268,0.5842974136861839,0.3462767887143016,-0.3455625042523506,0.20622831545003079
WFC,0.0844174849959362,1.0974469135083946,1.1465880975919387,-1.760764793894486,0.3833394646671583
MS,0.11323900284397607,1.357569485105981,1.3574122229132413,-1.4458246493045654,0.6322090562282656
AEP,0.035324269244232445,0.4940954193997442,-0.1660755238949987,0.3972657649702814,0.19490037765158583
EVRG,0.012827544162233827,0.5752215238344008,-0.020811882612126187,0.23396664440108683,0.24968674116590656
ZBRA,-0.10257253760777053,1.735037160881453,1.893956850550277,-1.9024562481127911,0.5771393996414393
CMI,0.06075643347111802,1.1075194226112652,0.847785805775684,-1.0736939650068962,0.5639443432339111
KIM,0.03776451581531963,1.3212481054055851,1.163340529222474,-1.4136075277526838,0.5889198553677037
CME,0.0781871624632573,0.4071081845185767,0.25104698253561014,-0.41139805940065804,0.15517639702947256
WAB,0.12741004465028438,1.1322917898182112,0.9157304517219736,-1.1383301183427519,0.6539506272777248
HSY,0.04714697967029257,0.2958273721910427,-0.182479298476204,0.23270024742623888,0.08131236321164192
BLK,0.009328917005593601,1.307593257988379,1.0191714780177064,-0.9585248742802285,0.7121468327174931
IPG,0.003335339143428123,1.0918812079945335,0.7865644408048469,-0.8920213022901519,0.5718726096980946
K,0.07831309411331502,0.35930098119813314,-0.03805775406191543,0.05447950553528466,0.0867770891139025
MHK,-0.062353099677418096,1.4330749432208314,1.1339345593531347,-0.7850747834717665,0.4058147091831643
ALLE,-0.06272306044488496,1.1041791472316602,0.7451507751335458,-0.6122155867292034,0.6045597368776423
IT,0.17093550881693306,1.1862277026481027,1.0779135754060256,-1.421169383111303,0.4808454974836771
CNC,-0.06667679912668095,0.6235238552354399,0.20169960581766802,-0.14311398450421567,0.19004423596113976
CTVA,0.0939421660064565,0.8808871837054252,0.7869242488946357,-1.0311554815156958,0.40111001701153176
HES,0.20768833397582254,1.1222465821052134,1.2218888212830141,-1.7406183263072463,0.274421715164712
APH,0.11697789244085535,1.0909884380157289,0.9017519992146881,-1.1083506813354957,0.6834807732035939
WBD,-0.23772407799521833,1.5440616049463867,2.1310438250695807,-2.2011520719140463,0.2749103375941078
SLB,0.11905921073582772,1.3432783803989883,1.4182325677776215,-2.1113559474775188,0.32194564350536325
APD,0.005841931604929712,0.8520507352464256,0.2626644510389833,-0.13926703934809956,0.3228894233803751
LII,0.12489788154741807,0.9655815319498732,0.6392178847042754,-0.5960891311479812,0.45598941635359647
ROP,0.003971360332716563,0.9629316780295102,0.4935281736406787,-0.6791798886911675,0.5759321439155354
BKR,0.1922263955294825,1.2981482398747266,1.3902809873067956,-1.9065443358364709,0.3240894794388875
EXPD,0.005438709703497233,0.9868869272544298,0.4959092282147497,-0.3327848852529261,0.4964783167824982
PFG,0.0881682981706709,1.1636737506586878,0.9699414335529953,-1.2795465420269598,0.5871074633576016
HAL,0.14016795655818834,1.667511404857945,1.6632502658193142,-2.4901038101655715,0.3376579637308583
SJM,-0.012081668476197717,0.41821789315326807,0.04155994356251621,0.17327718170714002,0.15540736276106606
STE,0.00636294772592455,0.8344332839523328,0.45905505974566047,-0.2595035958634893,0.3607763358670666
TFX,-0.27370470591808005,1.1932018512510434,0.9235413368948214,-0.654620833942808,0.44280198571307955
MAS,0.018064560127528474,1.2011422064897215,0.7701908123281773,-0.5111828210346648,0.5221246577727224
DXCM,-0.0650987721369134,1.2534701563633006,1.0672315039803393,-1.4174167485605853,0.2131951061899256
CBOE,0.13257134695479392,0.48835288887438855,0.28551647971041416,-0.513210043708918,0.22122750398418026
BAX,-0.22310370333215335,0.7195444476162919,0.25305719392822257,-0.08450810343122105,0.23894752078712428
MCO,0.00037891976147352846,1.2536876142718036,0.8689131117273419,-0.8363241692530777,0.7061642511458995
OXY,0.2435709320071779,1.2226713166134844,1.8290353733856974,-2.76829254153817,0.14607716116255226
CAT,0.0897523141595578,1.265477659536477,0.981302398463643,-1.1286693427938,0.5304691351069399
AMCR,-0.02220757137156326,0.8191123943673769,0.34639748363859557,-0.2662958899461133,0.46468757656556703
SO,0.09730268828391571,0.40506028462301896,-0.18706401164315387,0.37212433318534666,0.15189209194520883
GM,0.0448787764831142,1.2633202396957255,1.3695620167335816,-1.7254720131402066,0.38439929541311774
AON,0.09189155016224666,0.7934830032451685,0.35732985942039197,-0.5812941527888533,0.3516039733053195
TRV,0.14352750032731365,0.5873480686274039,0.2609747416247305,-0.4785162303889796,0.2780156740435333
MET,0.09657295944787546,1.0764511227116977,0.8484155014728838,-1.2223608640781647,0.49608881293248847
CF,0.14533662789493287,0.9956132028939159,0.9506068450536206,-1.399794012293942,0.24858136592358693
TER,-0.03422577997861278,1.4418304019528294,1.6913227976180745,-1.7799095396652356,0.3843996678237851
QCOM,0.08149054770857075,1.0679907773731665,1.1881322645049013,-1.010070268761667,0.29909107087220954
DG,-0.12726190005407795,0.4079405822965686,0.11181287420660199,0.20264895958447207,0.06047144295366895
PCAR,0.100049285258767,0.9484157623042925,0.784339109756065,-0.9071038864047613,0.48490824713745995
BRO,0.17099213838603905,0.6552593225956759,0.1531678365435382,-0.25840041390585655,0.2739337523302818
AJG,0.21715722232487647,0.6389014977511607,0.1285629167101211,-0.38095869824268425,0.27227305189461104
TPR,0.2405713495143607,1.416664022717262,1.546993443565223,-1.8431334371760693,0.33716708473688883
MKTX,-0.18305739812191482,1.2021458919330548,1.1902260431279927,-0.46635618172274157,0.2874417257534604
ECL,-0.021620856724247357,1.0519500589192492,0.7605211966757893,-1.01070067336304,0.5475266362088007
