,Alpha,Beta,SMB,HML,R2
WMB,0.2306595088798525,0.9067929704799476,0.7500047933267138,-1.204212715039356,0.36746134007505893
JPM,0.08152343934844788,1.0876006518372154,1.0074466531051944,-1.4261009983562742,0.5768167729291953
RTX,0.10606576812632532,0.7270660318960733,0.359594646901816,-0.6689619199579583,0.2358328273862363
STX,0.03606004951868006,1.1220680984345757,1.0650496833174181,-1.1290960126849903,0.35557398867581197
WM,0.11880615273824757,0.608674169980837,0.14079282468320106,-0.33035283483708144,0.3295644290647583
AOS,-0.012671920192570893,1.2070798304032548,0.852939631421453,-0.6569061925948717,0.5569389182311193
SPG,0.10659710298764166,1.447994615253214,1.4397379607999616,-1.7575955638451783,0.6105729894066357
STT,-0.04191140602774068,1.4205586029032917,1.131572377010962,-1.3499245588818962,0.6511372205344896
EFX,-0.013412992018734735,1.4877361193037957,1.0722355997754436,-0.8446040253328119,0.5195041018135145
TDY,-0.03177337878230322,1.066342400437998,0.6472323684960701,-0.8044989698167604,0.5427477580081576
GRMN,0.12860742382685186,0.8622982768635373,0.6281896792040252,-0.7955175931668104,0.39860354340646287
HIG,0.1715785088147445,0.8018551551747901,0.2907025787468572,-0.642186888803439,0.3472171001053818
COP,0.17889065020780637,1.043441939699288,1.3293401513245546,-2.0834897050198578,0.23322906728052323
ULTA,-0.005161164807447952,1.2274085930644907,1.2820923806925408,-1.2858913553712201,0.37924643841357913
SNPS,0.1437008934879074,0.960416279890922,1.0094950207089306,-1.2900178611687692,0.31426307383720814
HOLX,0.026754728107563748,0.8243098672611939,0.6168578380908223,-0.3094740352435261,0.24209248533220476
ARE,-0.17848596041043893,1.1807632669178005,0.7856878103205169,-0.4894541030073536,0.5909781590713171
KLAC,0.19285075643801722,1.2059303853160437,1.1918537967089187,-1.4676619103818724,0.4714358705942271
NWS,0.11277148008777517,1.233970060623783,1.2333948210080077,-1.719506307165785,0.5016701861527427
INTU,0.07016629052464064,1.054541000839859,1.0209248450694646,-1.0508861070060442,0.48084909860368585
GOOG,0.13353090496066747,0.7553201233103208,0.9250715754821519,-0.9118829171086161,0.2519909290731384
ABT,0.026202762429838863,0.7504871565390168,0.3797937640779413,-0.24286783383818888,0.40051725586074133
DLR,-0.03399527270096986,0.7276081239671387,0.35959251316304564,-0.3360729147439773,0.26476114627376246
LOW,0.08648128293773166,1.0498372562119713,0.7358840180058267,-0.589095780819253,0.47593552045718635
BKNG,0.08446757060748167,1.3473769727984317,1.2017578262035418,-1.487591596479907,0.5608120072584969
FTV,-0.03718936965931804,1.0575339587296604,0.927325026294154,-1.1521269205733795,0.5860194849106752
HCA,0.1020320433905478,1.4668744464912744,0.8835335320945459,-0.8533876596429999,0.5295487945200601
PCG,0.05505898249606285,0.7933964708147936,0.4502315113057418,-0.7323700763277751,0.19103056992236037
FSLR,0.22509019024045826,1.183526261281975,1.3386097631352774,-1.1916125978699665,0.1487000599431029
AVB,0.0002420083568042894,0.8116223034633376,0.6347754303545505,-0.6949725077526036,0.4917921011422214
ACN,0.010788804322776284,1.1321274643492456,0.7987482803555433,-0.944567633247107,0.5942138457226074
PTC,0.04787844922746256,1.1434791931631771,1.172451379423751,-1.381494396259044,0.56549752328776
APA,0.21177060188910768,2.861813170615947,3.329041275338576,-4.358391131818407,0.23418074630673866
JKHY,-0.04993194255769538,0.7141044580005842,0.3923992374012081,-0.364861202823135,0.36833486709568514
WBA,-0.28752480780082024,0.8119428365340452,0.6197778727794908,-0.16743778311493487,0.17414365700320275
V,0.03624987171724981,0.9250037713708966,0.6376296698323312,-0.8936753678622804,0.5228849711752072
TJX,0.08083779414198614,0.8624565229838285,0.6146368157440327,-0.876122562952105,0.4554416834163848
FDS,0.014589585734146912,0.7587357363262679,0.5147454477871811,-0.5313793687971988,0.43996297284970554
PEP,0.005402134392298329,0.49786174502079883,0.07241641041421151,-0.03480782327637378,0.3535343753891287
SYK,0.05724104798694612,0.9100432503114193,0.572398370305339,-0.8379468732484874,0.4818309682931417
MPWR,0.18093809975252975,1.00116188009502,1.2523361236015413,-0.8871146817961331,0.21183010122285093
ODFL,0.049541237148574266,1.2463981629265664,1.0004121010707039,-1.1195430876837438,0.489868573264652
JBHT,-0.043443988761856706,1.2231081540818276,0.9435201614433173,-1.0472290023763318,0.6610685994328271
EMR,0.03988732526630338,1.2567960579411868,1.0301667906525238,-1.3939810399840338,0.6103157832042555
CTRA,0.11574445547464203,0.5565758678354946,0.7004473919664322,-1.1248362017658475,0.0787111773130304
HAS,-0.049814238061547944,0.6052377017955883,0.3395116833480209,-0.22861126744859409,0.16036223646721598
DECK,0.2689807980839083,0.8597890696334535,0.8665339457401323,-1.081404359911733,0.18415377396053176
SNA,0.13178014490269463,0.9484062212296851,0.7541415241212793,-0.9658401740579612,0.4925608786991927
CNP,0.11552491173901577,0.6153165579758013,0.2154482929239209,-0.20201318046878575,0.3141666913018333
ANSS,-0.058565366006898247,1.0365122197668877,0.9884309793970532,-0.7893622148858283,0.471018115364667
LHX,-0.03655498154090164,0.7811128975925786,0.47479851192479516,-0.718961279852366,0.32573010230782384
IBM,0.1380913367895662,0.6820313469202428,0.22039181824967227,-0.4058432036662301,0.2858564440642378
CZR,-0.07298792961560784,2.6745496083014495,3.011150219729594,-3.462729217668883,0.49722082748710067
MCHP,-0.056236530126290686,1.4818534016482983,1.547088915977374,-1.7679948840431716,0.5210345138905756
GDDY,0.1062845199444645,1.101071587224237,0.9691191006633424,-1.155202979163014,0.3658930420445566
EXR,0.02459045067560587,0.9125754713755089,0.5116942931575034,-0.14429133891075524,0.2872344389271101
VRSK,0.08426900111255992,0.6627974759589172,0.23570018845205828,-0.41040040358376645,0.2227444739004818
PSX,0.07574935020793787,1.333307215341004,1.2770349635336387,-2.0193102090150226,0.3903384435445865
COR,0.15445329698841456,0.6233375445690321,0.14753462221839256,-0.36127057013002806,0.27920401991516286
HWM,0.31057683398557046,1.1583440316943654,0.8556836060322774,-1.2877320481507974,0.2921948509611178
TMO,0.03385402745586924,0.7618923054030011,0.5473107755251545,-0.1126678144097083,0.3164318655537221
L,0.09531999232575622,0.6923103108506927,0.43351609886491915,-0.6892562706643701,0.4461037591734854
NCLH,-0.06530184610425115,2.3069832935726646,2.7909133987372154,-3.5762606707095927,0.45181949378186076
IQV,-0.05574943491113815,1.3849776161750598,1.112627373940451,-1.0000115448048366,0.5930857123414051
TRMB,-0.01613890928268273,1.44437098081595,1.4307991060992946,-1.702875420901254,0.6020051165599817
DOV,0.01569574695698625,1.1732236748190485,0.79555526277856,-0.8566306878956742,0.75460034558028
RJF,0.143552211728806,0.9656843181895394,1.0481385933917147,-1.596108847342887,0.442269845029905
T,0.06101285456084294,0.4870023916548389,0.053400939079922945,-0.10730483997190346,0.14879416240596927
APO,0.14089982937473147,1.556202690782043,1.5879521027824404,-2.172222307308894,0.5129557930499253
ADM,0.00485430693826968,0.7779341556024424,0.5127127643729791,-0.5500983383092843,0.2743016034554676
PARA,-0.09359422548993536,1.441873295409041,1.8175327892228732,-1.323714479464008,0.25051211693102443
LIN,0.0953596974616891,0.9019525682690517,0.345445941150656,-0.46842498424467266,0.5456481493832231
KO,0.06223170070834021,0.4785964067274984,-0.07870185310990493,0.15714800347511412,0.25793773593194075
CLX,-0.057493240849119956,0.5491362180255458,0.19271542439933104,-0.139255528435781,0.16153438920973642
COF,0.11304264201658532,1.3419301906101442,1.4399057455385635,-1.6684114046865515,0.4936893181028255
IFF,-0.15794979091960998,1.1997042030440193,0.8623014914723365,-0.6064449910718296,0.48056562849978307
INTC,-0.2228985683916926,1.0617526698096078,0.9745018475899847,-0.9638841548435156,0.24419800135939665
IEX,-0.06598736258908339,1.0250341730670829,0.8331557902436628,-0.9185652882898374,0.6366797668763855
AVGO,0.3988054594892101,0.6964842569953168,0.9844952898977182,-0.9118475975210677,0.13455528680040693
LUV,-0.10304494902008286,0.9861973622773273,1.0861675180162593,-1.4614510856948977,0.2464502578670398
EQR,-0.044395019807169894,0.8232425930385416,0.6020345073329251,-0.7060548405848583,0.4441073245876359
PKG,0.08503540100343678,0.8805275782556315,0.5620399004361827,-0.6267066161086028,0.43504092482640827
SMCI,0.7536161879690602,0.8354575669037818,0.9904290240513982,-2.831711685198148,0.031514547597765806
EBAY,0.02106448827248096,1.3441077200967528,1.1966453282417857,-1.092162283103095,0.510528257158852
MCD,0.06340129169498078,0.6086464906583847,0.20567542774979025,-0.12719633741908254,0.3995216872032558
LDOS,0.020511589053612125,0.6920785612063058,0.25871278123983626,-0.42518717472712825,0.20591767365357105
RF,0.07778659613510025,1.2067191416678562,1.3572050083321205,-1.5415279560621142,0.47430752307757684
TMUS,0.15370130032915302,0.677557839293208,0.33502533325065587,-0.549836888274863,0.29663460715957396
WMT,0.10454902146811737,0.605757190598069,0.20214754197510038,-0.4816627563387691,0.29124560253999765
WDAY,0.022735871408570092,1.048717404595034,1.0231189898127666,-1.2416171949481087,0.28339439768050884
BWA,-0.06798356986345727,1.1880961446837581,1.1340309548515815,-1.0881657844679713,0.5003215488727292
ADSK,-0.05238276924378269,1.3325181534868373,1.2989511868583912,-1.4406170729644252,0.49340244880329875
MSCI,-0.0010390402880081084,1.1913296625362406,0.993617713864836,-0.9180529698260395,0.5218535761788387
URI,0.1636833032008594,1.8239991160538076,1.8522031406586597,-2.139128210797939,0.6444200769365954
PHM,0.16127748542841425,1.4508088982773168,0.925442816160126,-0.46996698297387646,0.5039054657176021
MSFT,0.10135623428983509,0.7104492771598685,0.6221826677454818,-0.7206353920951517,0.3369964096953392
TRGP,0.5222249074953478,1.8790903392376728,1.9453192083062616,-2.7775066403123936,0.402006844075395
CPT,0.01360559976571294,0.7875255331199023,0.4818608040941123,-0.28844858003906954,0.421924379530312
PLTR,0.5101860202126396,1.9100747043263717,2.7201742394717794,-4.4841604136177775,0.11061526933373707
STZ,-0.027584863336362047,0.7794797201217655,0.6092519700357079,-0.7585274591721163,0.34791556037199184
HLT,0.10568035868958153,1.1561810875014122,1.0692933781605025,-1.4471215545729237,0.5266271453537845
TSCO,0.165423386476699,0.8855032053407109,0.5822832148677727,-0.7206365664413411,0.397953065088246
CAG,-0.025758360344466595,0.362765346168644,0.027208580781344433,0.13268232443545466,0.12783861321747425
NKE,-0.1217271582716554,1.025563222014753,0.6295667754622115,-0.3687239162210798,0.36442243486499326
OKE,0.21998640451411675,1.3367448509501236,1.1555358309918478,-1.6097494844293674,0.4797416138338383
BBY,-0.06162359314944372,1.324150754163299,0.9850902478869751,-0.9100733266640189,0.44722450397324376
AKAM,-0.09259442232905489,0.6522434411388064,0.4303208712909179,-0.32917445661002176,0.19647654021144123
DGX,0.08790941954168147,0.8018528593846396,0.18469342915776477,-0.09972147690312301,0.25155035356298766
HII,-0.0009470786793282573,0.5319378438775924,0.21185209369989888,-0.3030435414394394,0.11356740265421994
EMN,-0.007818057116126279,1.442944388218357,1.1615015287798736,-1.1363672707833548,0.7169704135319749
WST,-0.0034759623202393203,0.9833109975400396,0.9467579408945516,-0.6939861789846711,0.24913544994836637
VST,0.3544576841837463,1.056130891141431,0.746085068782647,-1.1164826831005035,0.2051669787189497
HUM,-0.0865097125291219,0.6280231575541189,0.24707834581092175,-0.43411287023793255,0.13992168990462456
FTNT,0.2298660618001603,0.9952126547351344,0.703778963000994,-1.0564011420891237,0.22207390375879954
HRL,-0.10696531117771818,0.3974117155133933,0.11557433884544852,-0.027360650352512002,0.13611082632500432
KMI,0.096765836604473,0.8077883075358667,0.6012290885169671,-0.9253754543676702,0.4078709653138146
FCX,0.18547077295449432,1.7954500137599507,1.8205920731662821,-1.8077721363058383,0.507331535500558
ADI,0.0647832055659987,1.0137246922509766,1.086271603385442,-1.1427161456803483,0.4591668981805039
ORCL,0.13262501874705668,0.9946503949660894,0.6623735036204791,-0.9884939427789237,0.36366527234870444
HUBB,0.1295026572554696,0.9244762640492796,0.7456504789634298,-1.0324870076584327,0.37461691723690105
NXPI,0.05327965142155455,1.3025421792720213,1.454334560810986,-1.5788357066544314,0.4654950483565484
FAST,0.07583134315829147,1.0136415039738778,0.5502697513497206,-0.7049066011605666,0.5477023056999104
MMM,-0.03014419831699052,1.0301761819908568,0.5709339103250275,-0.37623559785779637,0.4570589678051003
ITW,-0.004627000719639306,1.0919240724322432,0.7077091865821168,-0.6955894877510748,0.7480661092765026
NUE,0.11015182390040781,1.744526088299618,1.1539762769418724,-1.4800872269354084,0.48460226462633244
KKR,0.14706725761252798,1.6391121497215546,1.4479447171792794,-1.6620776639563468,0.5650422407745963
D,-0.08475560340480023,0.6230258667165176,0.10045460000590495,0.17344357167605023,0.2629390660946217
PGR,0.25839027833002176,0.3615302687660996,-0.21764540958442827,-0.004169125111340215,0.08781264905995323
PODD,-0.03364577712774535,1.2258007898464045,0.999339729708957,-0.6198733767630564,0.32411493537107594
ROK,-0.022489461706684262,1.28990802020945,1.085406016716695,-1.1032733987335621,0.526788135648895
WRB,0.1573911527705629,0.5446856380375387,0.07789842239499144,-0.4776150982720082,0.2172231909375893
STLD,0.2114825421667341,1.4933358114893853,1.0547306320034564,-1.5809404940638578,0.4717051447068252
GPC,0.037074032551236105,0.9038176508238012,0.49955674435103675,-0.6702602680576376,0.42257248144070336
FITB,0.09351907536851387,1.2032969837408798,1.2584630702057928,-1.3728486992772226,0.4559969090879554
SYY,0.008150008244630434,0.9823013390096251,0.7718511712922088,-1.0461445921538937,0.4007074979824587
CRWD,0.3693863731852476,0.8602874672776739,1.2329507364917724,-1.9282394024342657,0.08976828745182992
AES,-0.041409039075538896,0.8269306428131616,0.5776350379398243,-0.006144832658038446,0.15877906204182068
DD,0.038238959411103626,1.254543109238732,1.0444820808935,-1.0101761338796096,0.4815177687358241
TFC,-0.01793507195257405,1.0531997942250737,1.1292011423162442,-1.280241025567717,0.40070423900536917
HON,-0.015273187861587427,0.9849009557870684,0.6516898556317406,-0.9236712862417837,0.574886292211942
CI,0.05602251396384141,0.7336304055087617,0.2734691668627975,-0.5973992448209705,0.22061584163552247
AIZ,0.10052386728824564,0.4957433970281084,0.16499855964297017,-0.1556102631835399,0.17685900547302455
MTD,-0.02689003969811258,1.1831215345044672,0.7509147421532433,-0.4255865625124877,0.5420661501812017
BAC,-0.0020455945557145278,1.2809001024607092,1.1733759467611775,-1.5862089693919823,0.6354678407903849
MSI,0.1409717670528285,0.8241554112741446,0.500470899640835,-0.6982820906652946,0.4597476254300049
BG,0.08370929015025097,0.6908034906774051,0.5706391195647652,-0.8736377455553952,0.18647064935669744
CRL,-0.08344315165344633,1.3575082748089753,1.2033622608219354,-0.8708933998575233,0.44959329192153635
AME,0.042260920634878595,1.090492002960292,0.8234465848532364,-1.1051417807090667,0.7423613456092415
GLW,0.0772744016625318,0.9759570004202056,0.7745587086992162,-0.9142830361672445,0.4329357423613642
CVS,-0.020817507445852174,0.772843206761559,0.3482387521742617,-0.3817512660141173,0.21720253600023162
BK,0.07778321135415914,1.0454364726940304,0.7865438343091983,-1.0044487612502175,0.5540310600362425
AXON,0.35405352703498294,1.0485679883113002,1.378904614789545,-1.6952224339626836,0.15911183277521548
POOL,-0.008168897523367913,1.1365730022169367,0.8096985042673276,-0.20641593115244897,0.35866827468982154
NDSN,-0.03462921212120882,1.0132925220623223,0.7674315497487836,-0.7427149052312156,0.5754289895715318
MRK,0.05098492316743207,0.33797296575656033,0.025204330537678243,-0.09076077189602735,0.0832467287262486
CE,-0.143166102863576,1.2008802254381608,1.1582641905871345,-0.7332463780993212,0.3192055492775125
CPAY,-0.0229429882387623,1.2129619735816581,1.0900572786269098,-1.3816459210587748,0.4926493852238138
TDG,0.18231175847009412,1.0680592052836848,1.002396412560306,-1.157697851953377,0.5572460713199149
PNR,0.08735615113547768,1.1463523438567595,0.9527622820311905,-0.6943436096188544,0.5571073314493933
DELL,0.24781067163581405,0.8163119815303871,0.7220793294305575,-1.241915733452363,0.22648175264315581
MPC,0.267628921521023,1.2311020991279489,1.312406925470349,-1.9566097451660402,0.361894131998518
RSG,0.17075295760216996,0.5639965534969468,0.054077824146207876,-0.18936739973484462,0.3000889544721269
SBUX,-0.011541893118713974,0.9965034618399466,0.6154805286289814,-0.6735154254212145,0.3823936926747152
GNRC,-0.013935442511296303,1.4839801578000953,1.8382648303158988,-1.4786211085143321,0.24044423819762678
SRE,-0.012690462574986131,0.6694301342499932,0.2520876977251754,-0.15967519135450192,0.33244098658954907
ALGN,-0.14795550970796612,1.7195627998032594,1.9561810710498684,-1.3958196326118102,0.3934513085799613
AMGN,0.060932971675534645,0.5665371780226373,0.13152956755190467,-0.1376091736041526,0.1772599235372156
RCL,0.20464051770464559,2.23231121957713,2.6473144565904607,-3.674606747601069,0.4710344680466355
CPRT,0.10190270225330259,1.0752688364240492,0.7791474201793023,-0.9862734913835786,0.4590403661464489
PH,0.1504889825239277,1.4200938699344665,1.296874238847813,-1.6887939542259738,0.7017091591220711
ED,0.06232959854777445,0.33937629372856737,-0.2857624860878261,0.5219700261974846,0.10390072925233684
TECH,-0.09670373215326211,1.4115470512357255,1.1970267464875017,-0.8998082195418743,0.49058881296814744
NTRS,-0.05796528596568509,1.1199770738383419,0.9032809544826313,-1.007769278741757,0.5953219949823718
UPS,-0.029446587972478774,0.9772028240173921,0.6078156279106359,-0.44212793518060906,0.36583267241300604
ISRG,0.07738464534138997,1.306407807213904,0.6779403532903935,-0.8636135610079291,0.4447578665734823
NTAP,0.056202364382288116,1.1397602753658165,1.0751463088179776,-1.3304074460407194,0.4415468569490887
UAL,0.07631600329666943,1.2735006651539011,1.6421543906480205,-2.5146289142684792,0.22795031571793567
DVA,0.023127388836537865,1.0563357949258787,0.8057168567468358,-0.8013161921246608,0.29803620581565554
TTWO,0.0226700559135972,0.8460800836604787,0.6126357319849288,-0.7569721019535675,0.27092587798071915
DPZ,-0.031894669975651394,1.0094013461592084,0.5507089150727142,-0.4380190168104093,0.3095666261393317
RL,0.10586478750107227,1.4082694636540778,1.3658740587137608,-1.7002874249326028,0.47994505629594963
AZO,0.22748217223107273,0.5675536558278896,0.06915891809284688,-0.1265332613067153,0.21081456292171966
BSX,0.14093544621983356,0.6454651220086153,0.3362812364772555,-0.5578144264134327,0.29612164506375555
CSX,-0.049673985651603476,1.1773901574748429,0.7935924279953819,-1.0529437795000203,0.7082877140442231
MAR,0.0819798185263145,1.4026190788470128,1.5201246641516988,-2.140378648723175,0.5384465055172573
COST,0.15260814948644147,0.8086795714825536,0.46766849695895657,-0.5965991149042004,0.3794261761784056
EQT,0.35374278639947926,1.3671943398385087,1.407241428560575,-1.9766063804661242,0.15041866292272846
PAYC,-0.06866974692429476,1.0542156738791881,0.98702716943468,-0.9125267830055349,0.20962517155966925
ZTS,-0.026175350026649676,0.8259929512923729,0.5523841204049562,-0.1731691382308735,0.37921353217977505
CCI,-0.15252648358228182,0.9665819550176475,0.3614869825880836,-0.010396213570093356,0.4052528035825608
FOXA,0.1050831165072896,0.5959297281178456,0.44483873718529104,-0.5608050737628741,0.2153101876528856
GL,0.046393111567061995,0.6875259221525122,0.3104479104002882,-0.5520168990437344,0.23407284791168745
ORLY,0.2061349398211686,0.7561950710794202,0.3092648510457483,-0.5916569756503864,0.33340247508043974
FMC,-0.20347537441403094,0.9807808518905422,0.6996464517708461,-0.30770676472994407,0.2717530750643295
DUK,0.06545638714690469,0.44433132130657405,-0.14108342040637684,0.4509421726480728,0.2022697521713667
ABBV,0.18725561289828804,0.5852425227715522,0.21740702074651352,-0.2862271752211035,0.19911876272508436
DTE,0.06442665540684422,0.5425912425568664,0.030639706925925932,0.2146354374273585,0.30993782446043716
BXP,-0.15419528123581078,1.1903280751729286,1.086893041069648,-1.0216721888079603,0.4229697272254049
LH,0.04653011355333789,0.9842644868934248,0.6577740530997869,-0.5144034290940135,0.467187261696077
APTV,-0.11949466629360556,1.6045658335586042,1.6867754305741876,-1.5590725106062882,0.5206834193920945
DIS,-0.1491042433737612,1.3803503212770691,1.3530830500554312,-1.739297893072475,0.5258215749197874
VRTX,0.11448138885577011,0.464408800733388,0.022141735129275916,0.05407136482012735,0.10350944385901865
AEE,0.03646792128760342,0.46580712099932015,-0.2469305902200356,0.4415220637240276,0.18520926181135827
DLTR,-0.09883387002062777,0.9195931440728009,0.7280218865760483,-0.6598798388472438,0.22109665202476544
SPGI,0.0028514758737113663,1.1434456334733312,0.7261133871708432,-0.6726983243793482,0.6366682850367564
LLY,0.364070724944916,0.34189935324915016,0.17163257964689882,-0.5487652795009694,0.0392075969317552
WTW,0.057474388861026154,0.7098878815636248,0.36457929967044367,-0.6624326298648572,0.32215180105397295
INCY,-0.10390773932770729,0.8232586969091602,0.4709858423805317,-0.2211860001023609,0.28689876953373755
EXPE,0.05344113774488897,1.7111879149656708,1.8631697204088171,-2.1751538315996366,0.43339647456411706
IDXX,-0.04763578948342314,1.400406170193472,1.2360219175084575,-0.829508869118689,0.5296891671167403
EPAM,-0.06782189759062116,1.467692441189138,1.0409707794001621,-0.913710288954733,0.24589061009377283
CMCSA,-0.0855273169712082,0.9623468937274103,0.6910807300200752,-0.6465301278596962,0.44285692744578653
ENPH,0.05669459301364793,1.8625989983785636,2.052532959829745,-1.8949795962209213,0.24135783786308082
VTRS,-0.15524709870397194,0.9362945662508705,0.7918254636002804,-0.8430272850882362,0.26114832074931194
DHI,0.10297249433053282,1.6153501513945765,1.0875097600203423,-0.658099412076049,0.5444712021029642
MLM,0.10073434083493214,0.8132700290958018,0.7783773648188318,-0.8773744362588073,0.2942413945078172
WELL,0.15809685415246455,0.9078820747796718,0.5612366664655157,-0.6285931077045512,0.4415688391204044
MOS,0.08922216348794614,1.1952151825218054,1.1867003758874808,-1.2177648534627976,0.276121000909386
ICE,0.03680755117430481,0.9997045434292002,0.6281794980498694,-0.6236630265777376,0.5839105268441342
PPL,0.02313943153423209,0.6831402055810553,0.09930667348362512,0.09595582707763818,0.3990075336443163
MMC,0.10829710714546195,0.8124658860764427,0.33439114732020275,-0.4787745686657185,0.553346370770256
F,0.057216111585652984,1.3934907002068324,1.488481953492541,-1.7724600175584457,0.3717415371834036
CINF,0.1021787425874698,0.5855898092920239,0.24385691924658287,-0.39617993718203925,0.14394374659476458
HST,-0.06774973939220902,1.303353044145305,1.3356769670283684,-1.723905620683318,0.5460199555727674
ON,0.1259839000312396,1.4549770750346214,1.8583331733102173,-1.8396819346005404,0.3435422154584319
J,0.036117306792797045,0.7391134926854488,0.5408497651627318,-0.7964836392478555,0.41119312693610693
AAPL,0.14072504784324655,0.9653911421482199,0.8031317353805456,-0.8033624944711273,0.36938106979905494
AMZN,0.039392983939421644,1.0025652969048793,1.2537386817537364,-1.4000006000771297,0.3000846587199414
ELV,0.042773276775845914,0.8260105885352286,0.2826529731987346,-0.48719827064821636,0.32629873212009597
LRCX,0.18282116080980643,1.2694463365057522,1.4814188332364524,-1.672617167782532,0.36851812461864775
SYF,0.1042783404291199,1.4867042365293597,1.6365058639638872,-2.099489498449981,0.5351126154538997
TXT,0.07058179745190353,1.0918714792774178,0.7804255555185521,-0.9932322796462985,0.5339451535169742
MO,0.09181844826894464,0.6172883898365737,0.1514257033098137,-0.38023896662465445,0.24986201034007371
KMB,0.015884537471033158,0.3614257700134266,-0.14084502822899292,0.1820937268157039,0.11999129819896573
RMD,0.022688568461028923,0.7685058962814547,0.5002253994371164,-0.1229443061144587,0.19548373708912598
WDC,-0.06272549376592886,1.3870644358321005,1.5618921049887653,-1.8829890002613303,0.36036022572195053
IP,0.04243536784402736,1.0391768185301493,0.7564211958440042,-0.7605468595924034,0.3696231108805824
LKQ,0.030110412732220586,1.119484832556772,0.7894008553918448,-0.9059744425164395,0.4659906310719263
BMY,-0.0002047179256064388,0.493798427098803,0.15624490111086078,-0.11471268143901411,0.17461616764479315
VTR,0.09595278814104002,1.0912598960320894,0.7354448264955499,-0.5605358568752774,0.43761797033131977
HBAN,0.03470355143709402,1.0904982067497377,1.122064476569977,-1.3723386604718175,0.4522045962559489
CHD,0.06993715551418854,0.4703519470038306,-0.09627042435975426,0.1570256296449813,0.15873005582525648
ABNB,-0.08599857214671103,0.7803303689728804,1.3047323782913243,-1.394465261780005,0.14029322076026896
PRU,0.04537105959511986,1.1855980500126562,0.994430055620963,-1.3586282257223812,0.6721374996954415
O,-0.021753426532006966,0.7833533547153003,0.354345473545032,-0.06286410899990667,0.5036429993419651
ERIE,0.19770591078831634,0.49473257500874557,0.2968893914749163,-0.33213918316038904,0.08913497812256752
GILD,0.09789901608247614,0.35351869827189414,0.0139994410821177,-0.020145078881806902,0.06810776351644275
LNT,0.022867368266991397,0.52312564705855,-0.15036975117727575,0.377308963852282,0.22739118200080144
INVH,0.014663483526239335,0.8002111040155555,0.38991713079865264,-0.2348219067314092,0.44529516917490153
C,-0.017031234462669638,1.3318397413000436,1.3657869331723207,-1.7646413393690472,0.5293963753508658
FRT,-0.05069768208736625,1.1327101547011262,1.003803760423402,-1.1319683820413085,0.6088434818841902
MRNA,0.031131508724344642,2.1549950921812377,2.6042960197159393,-2.46071737698897,0.18386209457510208
ROL,0.08393914295374086,0.7140591942939931,0.18137899666228693,-0.12108871210487307,0.266053223770682
NI,0.06207197393632862,0.5215276842684508,-0.03835966049224807,0.10219627395295681,0.24306604613348692
PYPL,-0.21010831605710362,1.5212827586045112,1.5169207153172322,-1.2244535749641299,0.42536262932281454
VMC,0.06906519379414992,0.7818314943802067,0.735043375162877,-0.8964748379269374,0.31211467318270486
LVS,-0.06902248372085473,0.9497680114941345,1.029989787219939,-1.095273589909282,0.21073338421544108
CVX,0.07714540292122174,1.0792079656238904,0.9775574140614199,-1.570025761492885,0.4013803865145155
EA,-0.0129461621614686,0.7391651700162966,0.4779297281753948,-0.47420414653525017,0.29486734711830215
