,Mean Daily Return,Std Dev Daily Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Positive Days %
TSCO,0.0014134038788081585,0.018554459438284186,0.4275023415507151,0.29454291230961094,1.209255977904018,-0.2778592336603827,53.70517928286852
FICO,0.0018770509993430106,0.024799545704796724,0.6041170301233896,0.39368058337363304,1.201524463769425,-0.38243380222481094,53.70517928286852
ANET,0.002050120697631705,0.027459903864986007,0.6754831327275368,0.4359124599149661,1.1851701048049172,-0.4025574396641983,53.38645418326693
COST,0.0010862046322467583,0.01454931976676777,0.3146559744117219,0.23096329108814276,1.1851388419197826,-0.31402427980256065,54.50199203187252
STLD,0.0019668475063579958,0.026397754025088968,0.6407587383198756,0.41905135392623827,1.182780026739775,-0.32195390180166694,51.952191235059765
SMCI,0.0036927454955411657,0.04968820050299123,1.5316161684180125,0.7887757297513758,1.1797673657754308,-0.8484096025557223,52.98804780876494
CTAS,0.0013530035473972083,0.018276260595767695,0.4059685768911998,0.29012664259566295,1.1752002190962982,-0.24894782311515762,56.17529880478087
MPC,0.002021087371815449,0.02735422201240561,0.6632940873946354,0.43423481251484414,1.1729000140450103,-0.3899495948651459,53.06772908366534
BLDR,0.002340347752295026,0.03177768078585593,0.8023269459584914,0.5044550436106223,1.1691183209451173,-0.4183402525014518,53.70517928286852
AXON,0.002312945066354144,0.031462597169956884,0.7899525842012871,0.49945324627146304,1.1670004371228908,-0.5854257529167793,53.864541832669325
PH,0.0015727484448798542,0.021397488344577508,0.4859009204844911,0.3396745970469314,1.1668008486809618,-0.2863953117428196,52.430278884462155
TPL,0.002325734859209371,0.03187839011313055,0.7957175655570536,0.5060537546186619,1.1581480804591748,-0.5250347148695048,53.864541832669325
GE,0.0016866802339016375,0.023181601448603616,0.5291092331965594,0.367996514551319,1.1550202301819308,-0.46545453597444164,52.74900398406375
URI,0.001958488256307142,0.027361605388442768,0.6373128230756517,0.43435201997582656,1.1362650981037623,-0.39957744512222093,52.27091633466136
JBL,0.0017534837180752615,0.024566950016299327,0.5550239328184361,0.3899882412868933,1.1330544108120948,-0.3683021024146048,53.864541832669325
CRWD,0.0024172047850292287,0.0339738308624708,0.8374901421951833,0.5393178452776126,1.12945568399246,-0.6769220151886317,53.54581673306773
IT,0.0014742588085252409,0.020725635584826547,0.44953039040073084,0.3290092651272106,1.1291877133147483,-0.3403691432959708,54.820717131474105
HWM,0.0019303219968046193,0.027203324917485415,0.6257548849275081,0.4318393953945185,1.1264399412896609,-0.40237009757316244,54.10358565737052
COR,0.0010909343724166043,0.015437204000822994,0.3162221339567268,0.2450580163460939,1.1218382730264287,-0.17839594605456888,54.18326693227091
TMUS,0.0011141991485125377,0.015804588478548685,0.32395289635440006,0.25089006412773907,1.1191283576786173,-0.31985805766796205,53.46613545816733
CARR,0.0016644960710383108,0.023713884248832563,0.5205989569212075,0.3764462420506962,1.1142441152199531,-0.40823961131896536,52.50996015936254
APH,0.001209909371948046,0.01734284716035623,0.35623551953214405,0.27530916367263186,1.1074718969160746,-0.2873169702439071,53.38645418326693
AFL,0.001292633317064187,0.018534176049880603,0.3847688683296022,0.2942209235008412,1.1071394652163267,-0.19858818021074398,55.77689243027888
IRM,0.0013763590160037543,0.019876896369705018,0.41425657019587314,0.31553594778025235,1.099216981370682,-0.3497549683013482,54.66135458167331
BSX,0.0011266661612350406,0.01654414124358418,0.3281142131140413,0.26263010031390366,1.0810637177226847,-0.2518046110377419,54.10358565737052
TT,0.0012640253437400826,0.018569984288368275,0.3748343324109389,0.2947893616643953,1.0805491243783019,-0.40525563121323227,55.2191235059761
BRO,0.0010805237190183838,0.01606099162781349,0.3127773062334165,0.2549603379377097,1.067977785859216,-0.27284400755223304,55.298804780876495
LIN,0.0010069785448411969,0.01499146284845691,0.2886960771573408,0.23798209491648584,1.0662927956367145,-0.22815260275572213,52.50996015936254
DE,0.0013351452533976191,0.019883828632514707,0.39966398116718804,0.3156459940407566,1.065930219956336,-0.3381212729228238,52.669322709163346
DECK,0.0018509792140234572,0.027720945902443336,0.5936318634237268,0.44005637379204027,1.059970471315892,-0.48449790419697547,53.38645418326693
IBM,0.001070724302027807,0.016043038561438395,0.3095429384343531,0.2546753418443125,1.059476438343036,-0.20407808458884213,53.864541832669325
MMC,0.0009222022481092964,0.013834958027303855,0.26148282565143677,0.21962315003557656,1.058153325302443,-0.19227748784164378,55.85657370517928
KKR,0.0016170240788816383,0.02443889247883844,0.5025459389768117,0.38795539090112025,1.0503528947791616,-0.4791546270923357,54.18326693227091
FTNT,0.001840159944463425,0.027840712304806423,0.5893007965754637,0.4419576064884821,1.0492415996394175,-0.3831589286155518,54.42231075697212
ETN,0.0013266718729468606,0.020101827173447082,0.3966824425565936,0.3191066135936486,1.0476790443720942,-0.2728562688259527,54.10358565737052
DELL,0.0018109159155165712,0.02749296635679214,0.5776526888532911,0.43643731070122493,1.045627400592667,-0.5078686658051639,51.71314741035856
CAT,0.0012916398941593057,0.01966272909025638,0.3844226923691825,0.3121361476179221,1.0427925628356671,-0.3179605360698501,52.90836653386454
TRV,0.0011079275867133173,0.016919100224160027,0.3218644479071988,0.26858238960062764,1.0395236719239598,-0.18900924302118505,54.26294820717131
TPR,0.0019764257734689898,0.030212165358839794,0.6447160475672857,0.4796032566495036,1.0384818868696082,-0.4499127569810708,51.31474103585657
MS,0.0013420605022762477,0.020517799844860626,0.4021019555742782,0.32570997503820515,1.0383447621889514,-0.3237738341230093,52.191235059760956
GS,0.0012560116611051765,0.01930244791478285,0.37206421432998193,0.3064168612637562,1.0329553579169917,-0.32840123041444,51.71314741035856
FANG,0.0021930515002090848,0.03382756116852658,0.7367991822533266,0.5369958858704811,1.029149370775596,-0.5852673903796048,53.94422310756972
XOM,0.0013147510371334884,0.020595051865778098,0.3924985509589929,0.3269363128519539,1.013400005852727,-0.4118961057823718,51.79282868525896
AAPL,0.0011861135883888944,0.018599792865994898,0.3481368111273324,0.29526255816441493,1.0123214610487816,-0.30912819375462564,53.147410358565736
CMG,0.0013911757058470487,0.021831128784559978,0.41953967596469766,0.3465584256226169,1.0115935783226768,-0.3806692247111849,52.90836653386454
PM,0.0009393550439616244,0.014751057848022582,0.266942300158147,0.2341657838459722,1.0108969260600242,-0.22783185231034153,54.342629482071715
CAH,0.001104671056692479,0.01735666354627147,0.3207813084840243,0.2755284919995284,1.0103387285514605,-0.24685076682481344,53.38645418326693
CDNS,0.0014448557586069998,0.022822545095576133,0.4388452262168612,0.3622966716507078,1.004987568640979,-0.29585180669960043,52.98804780876494
WRB,0.001083751198724502,0.017201695544860146,0.31384429989997176,0.27306845124208595,1.0001349509118354,-0.26288301222131594,53.38645418326693
KLAC,0.0017670443338327854,0.028130266748810803,0.5603375980067311,0.44655414078757705,0.9971807031964933,-0.4028339564266279,52.74900398406375
FCX,0.001953220098934852,0.031113659627212454,0.6351448460689988,0.49391403450428867,0.9965529030281257,-0.5125697432078932,49.56175298804781
WELL,0.0014396669008648107,0.02295720520047193,0.4369677390803828,0.36443433454516466,0.9955046070802384,-0.4078303999323607,52.90836653386454
CB,0.0010437361262323635,0.016705419267047956,0.3006762697723482,0.2651903095660548,0.9918217005777922,-0.22244874316809893,53.46613545816733
WAB,0.0012666044354018389,0.020307639661442434,0.3757270405103754,0.3223737855533316,0.9901063052425504,-0.2248438187877524,52.191235059760956
IR,0.0012662000322476994,0.020329237462161073,0.3755870251753146,0.3227166400107363,0.9887386287729225,-0.3553250161011845,51.39442231075697
ORCL,0.0012495521101587514,0.020085520322269363,0.3698353656394293,0.3188477503563519,0.9875783392170087,-0.4036481762859905,53.46613545816733
OKE,0.0017051119835589624,0.0274196548251241,0.5362160808757088,0.4352735262150637,0.9871682837989887,-0.4734719531743592,54.26294820717131
LOW,0.0011328659724294241,0.018341180519326507,0.3301884720831769,0.2911572144328826,0.9805088484868166,-0.3386161276663562,53.78486055776892
WMT,0.0008421210002332726,0.01363652269263613,0.23630264447501204,0.2164730867544245,0.9803273711319554,-0.2573965888469507,53.38645418326693
AME,0.0009540986198611961,0.01546119582713648,0.27165376022348586,0.2454388747816363,0.9796037910413798,-0.27062243513245565,54.26294820717131
NUE,0.0015416008335329052,0.02502134012938291,0.4743014350766648,0.39720146071144735,0.9780513126876728,-0.4235739459249567,51.952191235059765
APO,0.001570685785426554,0.025564538528276788,0.4851299758631864,0.40582446796769733,0.9753300975410811,-0.4031082201902194,54.342629482071715
TDG,0.001473098342292284,0.024049099193459444,0.4491071789328218,0.3817676143261063,0.972373685790326,-0.32773762336435186,54.66135458167331
NRG,0.0014422564765937946,0.02354597788397578,0.4379044214193335,0.3737808111409607,0.9723576525831126,-0.32615539343057476,54.02390438247012
TSLA,0.0024995702158105326,0.04088048199363443,0.8759323224756959,0.6489575329896641,0.9706208224171835,-0.7363221744219122,52.430278884462155
MSI,0.001026149934586328,0.01678540341509432,0.29493072338482396,0.2664600185534031,0.9704637300546044,-0.2722540330579646,54.18326693227091
HIG,0.0013115606070059494,0.021498490521195204,0.3913809152610028,0.34127795689417134,0.9684577227705038,-0.23787281264253057,54.50199203187252
GRMN,0.0011150129757090648,0.01830308778338247,0.32422414398976795,0.29055251099648677,0.9670653642435115,-0.5463192219339394,52.74900398406375
EOG,0.001631381158583088,0.026804764462755926,0.507983125083916,0.42551244432068425,0.966148129038289,-0.46709304596698,51.07569721115538
GDDY,0.0013165133632716869,0.021756855900352944,0.3931162926211602,0.34537938013801306,0.9605708580862407,-0.2966074460755447,54.18326693227091
BK,0.001083992769982463,0.017990684050594515,0.31392419726243737,0.2855932554828555,0.9564867964887187,-0.4045243805925566,53.54581673306773
PLTR,0.002603766086427322,0.043276522200161885,0.9257130300395113,0.6869934920963651,0.9551022845608655,-0.8461538461538464,43.98406374501992
VICI,0.0011163684370772949,0.018604740819622677,0.32467604052397014,0.2953411044932016,0.9525421347164836,-0.18610951564742628,51.63346613545817
ACGL,0.0011935983910431418,0.019915898411745764,0.35067899860832674,0.31615508600343334,0.9513900229952503,-0.28258062094929903,53.864541832669325
HES,0.0016529140628814864,0.02763666845983218,0.5161746347023342,0.43871851086635044,0.949434166850156,-0.3911642620921517,53.22709163346614
WM,0.0007912305724359484,0.013259675085371483,0.22056182381379474,0.21049081644847253,0.9472627244175713,-0.19333498510939806,53.94422310756972
PCAR,0.0010018814300500865,0.016801640502749716,0.28704350339937545,0.266717774329116,0.9465965326370855,-0.2616260589401671,53.306772908366526
CNP,0.0010838323712660635,0.018198276322825266,0.31387114639496616,0.2888886806413839,0.9454359961513917,-0.22809660814245236,53.22709163346614
HUBB,0.0011527083096074758,0.019369808519180905,0.3368487987384474,0.3074861777081577,0.9447009819634481,-0.2926565019695492,53.70517928286852
MET,0.0011826490720900462,0.01999449790015518,0.3469617141560881,0.3174028142004826,0.9389569116373592,-0.35088175766884355,53.147410358565736
EQT,0.0019733331514467005,0.033384296017940615,0.6434372771109542,0.5299592697506087,0.9383361751528216,-0.4255891930130534,49.56175298804781
AIG,0.0013624266462996058,0.02307167363491891,0.40930664890221435,0.36625146460824637,0.9374201827008077,-0.31544268614644944,53.78486055776892
DVN,0.0019702836716922636,0.03342978170376999,0.6421773152634618,0.5306813326281151,0.9356113636173258,-0.5570487058267268,50.99601593625498
COP,0.0015165477666429547,0.025788763369538045,0.46503706177573956,0.40938392697413867,0.9335247722565494,-0.41825716712337846,50.51792828685259
DHI,0.0014436959550405044,0.02455100779362173,0.4384253619647063,0.3897351663475901,0.9334835859942326,-0.4444712649913548,52.191235059760956
CPRT,0.0010810390251663922,0.0183950855816987,0.3129476067515591,0.29201293076954815,0.9329101749844145,-0.3539912329580627,53.864541832669325
SNPS,0.001314292068453443,0.02238730292877505,0.3923377151505667,0.35538741645004046,0.9319452122380568,-0.3101883228829577,53.78486055776892
SNA,0.0010932944590501205,0.01865800680870688,0.31700432465550565,0.2961866758559297,0.9301910792727329,-0.2385203974657225,52.27091633466136
RCL,0.0023289719031840666,0.039773752760278364,0.7971795889578448,0.6313887510687922,0.9295397148094579,-0.6774592585889226,50.51792828685259
LRCX,0.0017547015247529293,0.03002387071520585,0.5555003872478168,0.4766141718479379,0.927762560066753,-0.520218132554417,50.916334661354576
HCA,0.0013417598663751644,0.02296667044904749,0.4019958783480888,0.36458459070813476,0.9274212211487113,-0.3948608639158875,53.22709163346614
PHM,0.0015177060029280631,0.025985843500422608,0.46546408473264367,0.4125124770621743,0.9271523505463009,-0.4099374883505992,52.74900398406375
PAYX,0.0009841306322764811,0.016957826979273526,0.2813048422397968,0.2691971577793165,0.9212612844039774,-0.2340704179843185,53.22709163346614
BX,0.0014072616134459901,0.024523603592117634,0.4252975969785613,0.3893001381352412,0.9109422058956286,-0.4928611362518205,53.94422310756972
MSFT,0.0010094238294754805,0.017614170579874938,0.2894896312051596,0.27961628943011674,0.909728133315337,-0.3714848867789642,52.669322709163346
RJF,0.0011936181878482567,0.02088220002483471,0.35068572885231397,0.3314946485617168,0.9073805101917357,-0.32110569435562386,53.54581673306773
ISRG,0.0012431584196283972,0.02179405802806906,0.3676327932481933,0.3459699456070889,0.9055003930952352,-0.4990422231080244,54.7410358565737
BKR,0.0014659927481836062,0.025801345095476772,0.44651851603074166,0.4095836556815257,0.9019651234069787,-0.4652737205550803,51.952191235059765
DRI,0.0014791508881842393,0.02605475003933149,0.4513158411174125,0.41360633445612893,0.9012096594520734,-0.28381234611880335,50.756972111553786
DFS,0.0016716488977569096,0.029509871173756128,0.5233377543997999,0.4684546820838747,0.8992449821631143,-0.37532148309584357,52.191235059760956
ADP,0.0008928755107191115,0.015805026093317853,0.25220279687194935,0.25089701104683465,0.8968007540720155,-0.2175176918643844,53.70517928286852
ICE,0.0008098586087665309,0.014351428162817838,0.22630032922748433,0.2278218592645475,0.89580679425578,-0.3431744837075955,52.74900398406375
NDAQ,0.0009324436442870585,0.016532285627027698,0.26473968142485815,0.2624418982356169,0.8953440740219786,-0.3284115388280969,53.54581673306773
CBOE,0.0009524922449374095,0.016940197219857036,0.271139580783474,0.26891729402477693,0.892571995396146,-0.25950645569397734,52.27091633466136
TJX,0.0010225713254689648,0.018255213289782045,0.29376466288743175,0.28979252697122754,0.8892153869922399,-0.276786106342539,51.55378486055777
HLT,0.0011424202581524431,0.020511700894062086,0.3333913507417099,0.325613157195777,0.8841470275149846,-0.3264981622009191,53.22709163346614
ERIE,0.001120849388063609,0.020130041917625748,0.32617103584376217,0.31955450877206093,0.8838994225974283,-0.3676140748939629,52.90836653386454
JPM,0.0010299496170104736,0.018514204173607766,0.29616996461627254,0.2939038797938416,0.8831026785651772,-0.3877158924103272,52.589641434262944
FAST,0.0009103762130994163,0.016376531069180095,0.2577324315637788,0.25996937128183945,0.8824685945496958,-0.3070600039448953,52.430278884462155
GOOG,0.0010833950857751292,0.01969805567327735,0.3137265278030994,0.31269693973798107,0.8730995635713646,-0.44601850563319356,54.820717131474105
CTVA,0.0010626781143465516,0.01934656906097649,0.3068931715152061,0.30711726274608114,0.8719629838480908,-0.34761628712537795,50.99601593625498
GOOGL,0.0010839407235601537,0.01978924631825176,0.31390698300150066,0.3141445463489683,0.8695139403557429,-0.4432005244604268,54.10358565737052
MCD,0.0007306564575078974,0.013368301171218032,0.20208577502827785,0.21221520210273848,0.8676354260560968,-0.1722533465660715,52.27091633466136
PFG,0.001191718964037727,0.02183489109420172,0.3500402090968877,0.3466181504366206,0.8664092707182678,-0.29318003373269763,51.63346613545817
BR,0.0008352449340210683,0.01531023752241666,0.2341640649236132,0.243042485985865,0.8660285156297758,-0.2701610054782533,52.82868525896415
META,0.0015020923857843767,0.02759603919547926,0.45971801128742573,0.43807354128977455,0.8640724571112063,-0.7673609435620745,52.35059760956175
ALL,0.000942083001565258,0.01737623921135752,0.26781273402806227,0.2758392460489266,0.8606640273093541,-0.2734532564397678,52.111553784860554
BLK,0.0010060328203295341,0.018590183691543458,0.2883892971209694,0.29511001724899605,0.8590703666596905,-0.4390169724145232,54.02390438247012
PKG,0.000964532162788333,0.017868983341817555,0.27499844593430756,0.28366131662403077,0.8568743454886318,-0.31777519013558075,51.79282868525896
BKNG,0.0012244406899257604,0.02271372413348943,0.3612049522556806,0.36056919243203456,0.8557554564772016,-0.39531905297318803,52.589641434262944
LII,0.0010707822356875057,0.01990333899018277,0.30956203651138536,0.31595571136703426,0.8540346437345817,-0.4687595075505835,53.78486055776892
NWS,0.0011063723731474654,0.020580552997452956,0.3213470651753465,0.3267061504526727,0.8533841118291088,-0.4027093321924988,50.99601593625498
KMI,0.0010198619154216616,0.018993415509418243,0.2928825195101361,0.3015111239138271,0.8523904503095936,-0.3346963535368249,50.83665338645418
JCI,0.0009995699354294909,0.01862889537069635,0.28629477223980393,0.29572454610422977,0.8517778691236917,-0.4232237453659172,53.70517928286852
PNR,0.0010655270210931406,0.019909289980335004,0.3078307609697244,0.31605018040701877,0.8495891664091846,-0.5047081400969027,53.78486055776892
PRU,0.001130708846541322,0.02126317975844991,0.3294664008242352,0.3375425143399255,0.8441562683907217,-0.33112082183748215,52.430278884462155
MO,0.0007726134997475723,0.014532986696001768,0.21485341967328586,0.2307040116277856,0.843932450773817,-0.25825032572891227,54.26294820717131
HAL,0.001688662611524947,0.031808284153676966,0.529872016905921,0.5049408570138353,0.8427580620449315,-0.45535067809434504,50.67729083665339
AIZ,0.0009383072705787573,0.01775037994757401,0.2666081359582946,0.28177854610913133,0.8391463276777278,-0.44634812087020415,54.7410358565737
CF,0.0013508661513390253,0.025555941959538586,0.4052125145261891,0.4056880016696388,0.8391134781813069,-0.48357419272055424,51.79282868525896
GD,0.0007816891745550916,0.014823450811880606,0.21763289168898114,0.23531498652020752,0.8371148599622537,-0.22547287793671988,53.54581673306773
AMAT,0.0014768744357488823,0.028184947614316502,0.4504847373369192,0.44742217261718814,0.8318147391572095,-0.5513919545540102,51.952191235059765
SHW,0.0009312221009594798,0.017775033341767894,0.26435078022797587,0.28216990660919533,0.8316548432175779,-0.4245855626683753,51.71314741035856
VTR,0.0012731611332820155,0.024345618855922884,0.3779991288758686,0.3864747180404208,0.8301619500852114,-0.4179765467767401,52.430278884462155
CMI,0.0009594399987261678,0.01839309579316707,0.27336495530288407,0.2919813438558503,0.8280627675936698,-0.30500234936486337,52.27091633466136
AXP,0.0011766747429329462,0.022594049064974777,0.34493773318827126,0.3586694096154882,0.8267279764309677,-0.3154588674000838,52.191235059760956
ODFL,0.0011426843622981526,0.021942128165735795,0.33347999526475536,0.3483204861722566,0.8266997513224933,-0.36102713966002387,53.54581673306773
SYK,0.0009483722253685344,0.018223657720584492,0.26982176327986096,0.28929159783977265,0.82612078116848,-0.31678481422693006,52.35059760956175
MPWR,0.001723351610865861,0.03320400465273749,0.5432812364476602,0.52709723305545,0.8239174457827421,-0.4596444123261917,53.22709163346614
YUM,0.0008251270183943392,0.01590824173476662,0.2310239104792362,0.25253550855894735,0.823377313637609,-0.2309978037725824,52.98804780876494
AON,0.0008242374305159789,0.015919327322984907,0.23074820256033224,0.25271148681632205,0.8219168630074766,-0.2538042048841197,52.589641434262944
PEG,0.0007998580950093411,0.015462659855626431,0.22321626362177804,0.24546211551341668,0.8211623187584591,-0.2728675967255043,54.02390438247012
NVR,0.0011285386573120651,0.02183532129499439,0.32874035073641683,0.34662497966248795,0.8204594542480909,-0.38415896554018336,52.111553784860554
L,0.0009231144702742298,0.01810571983912656,0.26177258126297653,0.28741939201282357,0.8093568248127359,-0.26940634210666137,54.02390438247012
DOV,0.0008779294216968015,0.017224168060565533,0.2474995093064658,0.27342519136942867,0.809136177831822,-0.3556492720786757,52.191235059760956
GLW,0.0010051301139080827,0.01972115721818044,0.28809653941491487,0.3130636653942709,0.8090775669729706,-0.3810888613865283,52.27091633466136
LEN,0.0013415678215794296,0.026324540456825227,0.40192812090030827,0.4178891245609092,0.809006674660997,-0.4434584515330433,51.39442231075697
CBRE,0.0011908131326051885,0.023384372144914303,0.3497324378312239,0.3712153995649759,0.8083848616414472,-0.40380779404536526,51.39442231075697
FSLR,0.0016857654292680821,0.03314659537612649,0.528757360367494,0.526185889042285,0.8073437487059221,-0.5755711453555603,49.9601593625498
OTIS,0.0008132892152450795,0.01600326452286519,0.2273600795508981,0.2540439485561041,0.8067457753141412,-0.2999218117933866,52.669322709163346
FFIV,0.0009722848988640446,0.019171888859450988,0.2774894172221263,0.30434430051286243,0.8050612221121066,-0.47417065974649153,52.669322709163346
PTC,0.0010707720292877905,0.02114207096830703,0.30955867190822284,0.3356199718981137,0.8039883617606602,-0.3606653927191924,52.50996015936254
ETR,0.0008793423805379641,0.01741233250220403,0.24794339001379506,0.2764122092783934,0.8016805063497916,-0.22652992307867614,53.147410358565736
VLO,0.0014659967275039544,0.029169059628520306,0.44651996446048825,0.46304446652807296,0.7978308824226045,-0.5129341335054481,50.916334661354576
HD,0.0008246491024951247,0.01648329529213078,0.23087578346084103,0.26166420077891883,0.794191842866393,-0.34729346751465595,53.306772908366526
RL,0.0012947637924521612,0.025948635973430677,0.3855115612893554,0.4119218258822521,0.7920931963221874,-0.3791795647197037,52.191235059760956
MLM,0.0010419963263053017,0.020955254529502705,0.30010673362945295,0.3326543528707439,0.7893570968270638,-0.3275435503495542,51.55378486055777
NWSA,0.0009997603973276314,0.020108816798264227,0.2863564495794737,0.3192175704477915,0.7892410802235846,-0.4509296596972213,51.23505976095617
VRSK,0.0007863115362563624,0.015819603314662648,0.21905094726363195,0.2511284172617427,0.7890405605912681,-0.30876048760065156,54.10358565737052
SO,0.0007849906534653935,0.015799672721624438,0.2186455569311332,0.25081202890577586,0.7887087614429953,-0.2356791246311788,52.191235059760956
FITB,0.0012958823629776498,0.026100574467663177,0.3859016586485444,0.414333774704153,0.7881625283952371,-0.5167991579032212,51.07569721115538
EMR,0.0009462777245054545,0.019121571616707023,0.26915234413702027,0.3035455390471084,0.7855888356124604,-0.292959079611008,51.71314741035856
EXC,0.0008361188149951364,0.016906077325924564,0.2344356530144165,0.2683756575001456,0.7851007924541744,-0.2905481638737375,52.74900398406375
FDX,0.0010999907530183576,0.02225632465386667,0.3192261623299135,0.3533082007946815,0.7845775137320247,-0.5369965990615879,52.111553784860554
CVX,0.0010281424871143503,0.021050111936186847,0.29558043394744726,0.3341601675193364,0.7753524565067251,-0.34284973512958394,53.94422310756972
COF,0.001294238803456425,0.0265045321708876,0.3853285110195679,0.42074640444167694,0.7751656937004893,-0.503822099094198,51.07569721115538
WFC,0.0011216770234629195,0.02305554041702892,0.32644734653589325,0.3659953577139416,0.7723120087593628,-0.37097053890575715,51.15537848605578
FI,0.0008674818709464023,0.01788425183182755,0.2442222901111606,0.2839036963888023,0.7699985391494029,-0.3016199516228273,53.864541832669325
PSX,0.0012287870525093307,0.02536365290481426,0.36269484565956533,0.40263550755779726,0.7690686276294232,-0.5001210562107791,51.71314741035856
TEL,0.0009074146137673748,0.018753833416190156,0.25679495881933523,0.29770787609023225,0.768096852768757,-0.3426480995986442,51.87250996015936
OXY,0.0016879948902729653,0.03491200729586571,0.5296150473045949,0.5542109344495996,0.7675321541088636,-0.6354997253937155,49.08366533864542
MCO,0.0008856490600629855,0.018347614391243255,0.249926550882541,0.29125934898323635,0.7662708988226086,-0.41662580350257794,54.50199203187252
KR,0.0008357517861400831,0.017334220316423746,0.2343215791251987,0.27517221677076353,0.76537323636402,-0.3107248335069599,52.27091633466136
EMN,0.0009807411134023938,0.020342342026927505,0.2802119450110607,0.32292466852720664,0.7653387451153518,-0.43191934503587426,50.83665338645418
SYF,0.0013407848584553862,0.02789321679330166,0.40165190877832346,0.4427910894041203,0.7630636487862741,-0.46652160635514195,52.35059760956175
DTE,0.0007504350723124402,0.01563314376731903,0.20808772444479295,0.24816846371067336,0.7620212310425066,-0.2892447098335458,54.50199203187252
VRTX,0.0009238241902661133,0.019260774810418907,0.2619980605196037,0.305755321240714,0.7614052144779507,-0.41600134957970647,54.26294820717131
V,0.0007717950553632557,0.016138228862740186,0.21460307773580256,0.2561864410311316,0.759182855926032,-0.28604425003803124,54.02390438247012
RF,0.0012187742588557354,0.025495588530512127,0.35926498768061044,0.40472992068579483,0.7588544793308756,-0.40987119784581305,50.916334661354576
RTX,0.0009411469383294373,0.019697403267687673,0.26751398883924615,0.31268658312031566,0.7584880236698873,-0.32836237375399424,50.83665338645418
LYB,0.0010812127980674546,0.022640093877772067,0.3130050409036529,0.35940034835844514,0.7581117446254033,-0.3485339870285331,50.51792828685259
NI,0.0007521640648531058,0.01580157179327013,0.2086138150106469,0.2508421757335542,0.7556358646175939,-0.24759416613691287,53.864541832669325
LYV,0.0012884221623524542,0.02707256956045137,0.38330200787734703,0.42976371845070926,0.755490449690106,-0.48159317785405353,51.31474103585657
ADI,0.0010123082552532699,0.021331674204483973,0.2904263228805457,0.33862982996229707,0.7533349331694345,-0.26253940160751255,52.589641434262944
UNH,0.0008134719655776077,0.017279588721141194,0.22741655862904864,0.2743049670816974,0.7473249117815016,-0.25903222831918293,53.306772908366526
NOW,0.0012362913314443711,0.026294781826338078,0.3652710681574971,0.41741672094714805,0.7463654422301602,-0.512975048412023,54.581673306772906
LH,0.0008333051681799508,0.017753985887787423,0.23356142968708005,0.2818357886354149,0.745089555155808,-0.3460860625814922,53.22709163346614
ROL,0.0007948843453965121,0.016952739850471906,0.22168528323835246,0.26911640211313786,0.7443279319545503,-0.3031654480795538,53.06772908366534
