,Mean Daily Return,Std Dev Daily Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Positive Days %
PAYX,0.0008233227978231242,0.012610908549540134,0.23046479668566855,0.2001919669719688,1.0363919601253462,-0.08653262686642371,52.98804780876494
CINF,0.0009307772337229183,0.014352768885899725,0.2642091780011184,0.22784314258365757,1.0294620247877468,-0.16064275306051912,53.38645418326693
CTAS,0.0009426427919473395,0.014546005043487752,0.26799142500224504,0.23091067148735922,1.0287354068161096,-0.19596413839546434,55.77689243027888
WTW,0.000700608967135889,0.010817191352843359,0.19302445437184712,0.17171758922293123,1.0281617655896316,-0.09510001774769461,54.18326693227091
AWK,0.0009012437630385268,0.01394296811729915,0.25484385617649474,0.22133775705885608,1.0260943785805008,-0.18812000975297216,53.78486055776892
DOC,0.0008936217753345584,0.013852120267764589,0.2524380964242541,0.21989559215677532,1.0240891378293606,-0.14665747758994652,49.00398406374502
JCI,0.0011185968476827705,0.0173440308696323,0.3254193029932886,0.27532795447484637,1.0238205058172218,-0.15022075981865612,49.800796812749006
PODD,0.001428396173962663,0.022186900108539378,0.43289804821200306,0.352206120303763,1.0220033528325525,-0.1777030402298706,51.79282868525896
TJX,0.0007057924619251481,0.010984559293098441,0.19458275319298401,0.1743744729070916,1.0199870281466181,-0.1104476304564086,52.589641434262944
FICO,0.0012854394266823626,0.02008673444949081,0.38226397581086613,0.31886702402847955,1.0158803235013212,-0.2883856425959006,57.76892430278885
WAB,0.0009687702500460307,0.015423812942935138,0.2763595526954008,0.24484543989231386,0.997078414525389,-0.16263849982166612,53.78486055776892
AVGO,0.002278053836653034,0.036651377373688766,0.7743189825499337,0.5818225784325608,0.9866746120150874,-0.2802767820920883,51.39442231075697
D,0.0008479654093924691,0.013892318514852921,0.23812326188215271,0.22053371954639403,0.9689551493822627,-0.12644744295783195,57.76892430278885
HIG,0.0008077201110060021,0.013265335440859281,0.22564018602830127,0.21058067180619014,0.9665914075953157,-0.13722147603173784,58.56573705179283
APD,0.0009340523560782379,0.01537237247850382,0.2652520267366447,0.2440288478350483,0.9645629843354515,-0.1508875820846699,52.191235059760956
V,0.0006729205074967615,0.011085953994306407,0.18473478320831127,0.1759840638890275,0.9635870665886862,-0.12453206313212872,57.76892430278885
BKNG,0.0009823398759091085,0.01625519825734919,0.2807273251821347,0.2580432726059788,0.959333859895248,-0.19748776247502497,54.980079681274894
NTRS,0.0008918272851003928,0.014862811597076407,0.25187236243511,0.23593981961442545,0.9525330493706892,-0.15569810737918877,54.581673306772906
ORLY,0.0007257834232555749,0.012105826669642659,0.2006115870020717,0.1921740406963665,0.9517280377602165,-0.1806549199187072,56.17529880478087
AVB,0.0006883040541874088,0.01159375401145382,0.18933336771918907,0.1840451392557858,0.9424460888052181,-0.11912759294309483,52.98804780876494
STT,0.0008504989492672015,0.014405539190843976,0.23891332544956145,0.22868084520460677,0.9372264433585241,-0.17372592735052372,54.18326693227091
MMC,0.0005092403761151023,0.008809692617213505,0.13688937079751629,0.13984953475241207,0.9176188895315036,-0.10615680330153143,55.37848605577689
AAPL,0.0009012085414107548,0.015621781568527695,0.2548327284484382,0.24798809439658084,0.9157881267974349,-0.18959713950233803,57.37051792828686
MKC,0.0008165104196091834,0.01416525963054602,0.22835597371403593,0.2248665254345247,0.9150344869869322,-0.1501437168029479,51.39442231075697
VRTX,0.0009202230005811361,0.01601148835473577,0.26085437106738474,0.25417449783982554,0.9123503660567142,-0.23241858159935402,57.76892430278885
KDP,0.0006632854907372731,0.011670874556211951,0.1818636237186626,0.18526938995020886,0.9021886654385478,-0.18994192332194104,50.59760956175299
MTB,0.0009512964645117828,0.01676907264815975,0.27075696168303676,0.2662007756652362,0.9005484993719189,-0.2217214246219883,51.39442231075697
ABBV,0.0008916479370056862,0.01572013088849792,0.25181583484766157,0.24954934145010205,0.9004042199420562,-0.19070972013763077,52.191235059760956
JPM,0.0008963216020282069,0.015934949147070627,0.25328972809449013,0.2529594755856582,0.8929218531472727,-0.1956063846324403,55.77689243027888
DFS,0.0013064212211222376,0.023265941558952657,0.3895824218151971,0.3693353722965068,0.8913799555015371,-0.22493210008469777,51.39442231075697
CBOE,0.0007667375032245221,0.01371580115015066,0.2130572367626702,0.217731593251874,0.8874130204387166,-0.12394418129772833,51.79282868525896
FTNT,0.001350308085258119,0.024252355912281597,0.4050151761621894,0.3849942147079447,0.8838513008388439,-0.2233595116845164,53.78486055776892
MCK,0.0009223930239042552,0.016578626199854937,0.2615434176420648,0.26317753202349586,0.8832176524974799,-0.23907425289174544,55.77689243027888
ISRG,0.0009614743406497311,0.0177203220001058,0.2740172918063548,0.2813013909855998,0.861323625150988,-0.218969630198649,53.78486055776892
AZO,0.0006644073990389943,0.012411726950989809,0.18219758676334652,0.197030057118942,0.8497721972275173,-0.15442128599427762,54.18326693227091
PANW,0.001049782477273396,0.01990054618265774,0.30265751991362944,0.31591137692200894,0.8374031567030451,-0.1730967733543871,55.37848605577689
KMB,0.0006084504540235247,0.011634129211275676,0.16565468041963172,0.18468607568296483,0.8302169714036061,-0.1468344692068868,57.76892430278885
GEN,0.0009077997366975418,0.017400968174146953,0.2569168273046747,0.2762318061632551,0.8281650720285931,-0.16567867095110034,50.199203187250994
TDG,0.0008017200252296435,0.015377978618846795,0.22378987975642284,0.2441178425540229,0.827606225928203,-0.12229125499294191,53.78486055776892
TT,0.0007902580410674828,0.015288302758641062,0.22026296402438206,0.24269428240576194,0.8205592005503204,-0.20322570075969937,54.18326693227091
RJF,0.0008297730127611249,0.016174865160157134,0.23246483273141116,0.25676802422267225,0.8143646384663032,-0.20284988644735125,54.980079681274894
C,0.000923278180934394,0.018006420652571464,0.2618245888593369,0.28584306629472883,0.8139644757223828,-0.2056007853147086,52.589641434262944
WFC,0.0009550075888399294,0.018675082537571306,0.271944800983857,0.29645774464811236,0.8117916186447471,-0.17575905274970383,50.59760956175299
VZ,0.0006936741469754252,0.01358275854833069,0.1909428256623078,0.2156196074227182,0.8107142347917531,-0.1355742241708311,53.78486055776892
TRV,0.0007828161598690005,0.015365937145774038,0.21797847852927088,0.24392669009500653,0.8087252453192144,-0.12471766234227766,54.18326693227091
CFG,0.0009552028863252357,0.01892661334336742,0.2720073415105333,0.30045067240336154,0.8011668785044338,-0.17777318308857537,50.199203187250994
SPGI,0.0005364168529998323,0.010658245511297456,0.144697951390381,0.1691944022109812,0.798945149422824,-0.11888788298964104,54.980079681274894
CMI,0.0008092170430835513,0.016318216742630603,0.22610224404153811,0.2590436600463064,0.7872136103257724,-0.18561750109841701,50.99601593625498
RL,0.0009957586075682186,0.02011806874391006,0.2850611677102568,0.31936444053172564,0.7857204411655957,-0.24433284489313212,51.79282868525896
TSLA,0.002097721777849384,0.04249506351903045,0.6956602740216897,0.6745882201154872,0.7836275112060893,-0.5370524722253527,48.60557768924303
ECL,0.0005686712245679364,0.011548198223328907,0.1540349080921939,0.1833219635388374,0.7817129263988071,-0.11909009395089654,55.77689243027888
EQR,0.0005925591655599474,0.012266312489206278,0.160998818744583,0.19472167410147284,0.7668633212514954,-0.12730999301884083,53.38645418326693
AIZ,0.0006166990911508884,0.012811648342651355,0.16807870975397154,0.20337861239680988,0.7641323202009493,-0.1396477925497177,54.980079681274894
LII,0.0009041777015327507,0.01881068900204674,0.2557711338062467,0.2986104305351606,0.763043609621748,-0.17521621822839895,54.581673306772906
CB,0.0005739430419814019,0.011969216346016201,0.15556818342599654,0.19000541903932858,0.7612080082272604,-0.14351443997662305,54.18326693227091
BR,0.0005472745117570588,0.01165183655265812,0.14783258174157377,0.18496717101303325,0.7456089435084733,-0.08096887257571661,52.191235059760956
PNC,0.0007010036874545947,0.01498385769237916,0.19314304672982008,0.2378613668065045,0.7426717991672079,-0.20822463065777197,49.800796812749006
AMP,0.0006971512118044915,0.014966919990888037,0.19198608548622653,0.23759248913094513,0.739426174696573,-0.1765490015629393,54.581673306772906
GOOG,0.0008392524346337917,0.018018677629236,0.23541002092028518,0.28603763976720814,0.7393838576623625,-0.2227923260136664,57.76892430278885
VICI,0.000556872473829453,0.011982113050029723,0.15061065343388824,0.19021014786864168,0.7377727475504344,-0.14906618672767447,51.39442231075697
SYF,0.001073272980720879,0.023105877946268213,0.3103833835990817,0.36679444121782523,0.7373742912887898,-0.26251186705901697,51.79282868525896
GM,0.0010092832524616257,0.021831299316116097,0.2894439973784293,0.346561132727146,0.7338947031333021,-0.24714508892642328,56.97211155378486
AXP,0.0007319449804339884,0.01584437094622086,0.20247587967628666,0.2515215912237453,0.7333371825931412,-0.21628255679751496,54.18326693227091
MCO,0.000582122823273685,0.012668152476670353,0.15795123954260415,0.20110068614350038,0.7294602235235081,-0.1684556346753816,55.77689243027888
COF,0.0009395074310354485,0.020523845058647194,0.2669909079664785,0.325805939832014,0.7266775821920395,-0.21899728625987613,51.39442231075697
GOOGL,0.0008283257023719864,0.018286320267812274,0.23201577960595232,0.29028633493866796,0.7190764837133757,-0.22137635718163262,56.573705179282875
AMGN,0.0007419643780169263,0.016436062994432284,0.20551359149754989,0.2609144112975565,0.71661439600219,-0.22740562324299518,55.37848605577689
O,0.000504015858870404,0.011165605290249089,0.1353943087100573,0.17724848901303755,0.7165759050617319,-0.19287021566143692,52.589641434262944
META,0.0008685685019547463,0.019519564671201993,0.2445627478485397,0.30986348292145643,0.7063732080623297,-0.19822983377826664,54.18326693227091
APO,0.0009667422113982376,0.02173359453532064,0.2757080460521675,0.3450101174158249,0.7061214294151643,-0.2924843325068327,52.589641434262944
L,0.0004984009105767266,0.011221736163571104,0.13378970300669124,0.17813953900313506,0.7050485825222931,-0.06800696864172628,56.573705179282875
NVDA,0.0015383032819270602,0.03517246198977322,0.4730787066869846,0.5583455245368718,0.6942876946442141,-0.28407944001634744,53.38645418326693
MA,0.0004552304657288206,0.010535869648494773,0.12152792426824544,0.16725174561426406,0.6859006280761897,-0.11830332383787423,53.78486055776892
ROL,0.00054402090559058,0.01299258916820065,0.14689236228804248,0.20625095895534282,0.6646915432694276,-0.1151385411878928,51.79282868525896
TDY,0.0005999718782274438,0.014473438986851628,0.1631683007908522,0.22975872105045633,0.6580508135754857,-0.15564149395384896,52.191235059760956
BMY,0.0007754045023560809,0.018722170449940238,0.2157075050053212,0.29720524208342475,0.6574646302466078,-0.2527016237734918,52.191235059760956
HAS,0.0008015831057925539,0.019550234683814383,0.22374768902994124,0.31035035427793406,0.650873890992319,-0.22746554323690882,49.40239043824701
SNA,0.0005770545220671808,0.014170859751046632,0.1564740900913688,0.2249554245914644,0.646429130682307,-0.13424454730255442,49.00398406374502
TSN,0.0005338672698271805,0.013195520376188765,0.1439631180553198,0.20947239201288567,0.6422543357798369,-0.16966270354553148,51.39442231075697
MDT,0.0005097759149823644,0.012708651284465147,0.1370427328149817,0.20174358478641816,0.6367663720834423,-0.13308763400975632,55.77689243027888
BAC,0.0006015229546155717,0.015102852534008499,0.1636227656325393,0.23975035135600897,0.6322567775428825,-0.1694991373210406,49.00398406374502
YUM,0.0004993694581605125,0.01261561477160124,0.1340663273378735,0.2002666759310988,0.6283676646220685,-0.12649756088656483,49.00398406374502
NWS,0.0005049225554918145,0.012969239703431806,0.13565363097705152,0.20588029769319388,0.6180313775024412,-0.1371950152713789,51.39442231075697
BLK,0.0005008919018177983,0.012911002804406501,0.13450128436002817,0.20495581558150264,0.6158632722860734,-0.15818187918444437,52.98804780876494
CHTR,0.0008901447342315084,0.023011549921308872,0.2513421498502173,0.36529703024358734,0.6140659640095115,-0.17923135222373687,47.410358565737056
CAH,0.0005135269093621475,0.013348209983573866,0.13811748109863164,0.2118962643864361,0.610717614744061,-0.16130913929249802,52.98804780876494
ORCL,0.0009054641741610162,0.023685136844851927,0.2561779414844114,0.37598989116006737,0.6068699644678373,-0.248898921962189,53.78486055776892
SPG,0.0005192154038275719,0.013696357898031765,0.13974929989985596,0.2174229411931644,0.6017869183744705,-0.1401549134053136,53.38645418326693
MET,0.0005386839521483778,0.014240286338563524,0.14535176290542307,0.22605753750113775,0.600503559589151,-0.11567997981242084,55.77689243027888
LYV,0.0006655444199032229,0.017651871905951716,0.18253614432885823,0.2802147794274958,0.5985308632124031,-0.2513254999754334,55.77689243027888
WRB,0.0005112462404950601,0.01362764869828829,0.1374638952077143,0.21633221646134343,0.5955379864920702,-0.1333107886871664,56.17529880478087
CCL,0.001011643658568181,0.026968961750599336,0.2902104409358681,0.42811899545819393,0.595475100763372,-0.3302913275889716,50.99601593625498
LMT,0.000480079139203818,0.013000370884124394,0.12856951223532898,0.2063744898659883,0.5862155887480178,-0.3071307022434191,51.79282868525896
RF,0.0006001903794649344,0.01643641579914446,0.16323231087758883,0.2609200118987352,0.5796718102399283,-0.22617298283157794,50.59760956175299
INCY,0.0007190702758898436,0.01972981457219672,0.19858367742919958,0.31320109662870443,0.5785602651929966,-0.20448543996161306,52.98804780876494
ABT,0.00044728256437341293,0.012407408968086344,0.1192849075164002,0.19696151126537403,0.5722702141040866,-0.15862330037092842,50.59760956175299
BX,0.0006836987001252368,0.019270271567367596,0.1879548335619421,0.3059060775836011,0.5632188604833258,-0.3082416504298766,53.38645418326693
EXPE,0.0008581609471126858,0.024309085499377023,0.24130571336772189,0.38589476898454794,0.5604029286052753,-0.2376538271568014,52.191235059760956
TFC,0.0006023152112762017,0.017092470403386892,0.16385496479322303,0.2713345558745615,0.5593958821513786,-0.17078133412814422,49.800796812749006
SCHW,0.000604238191856735,0.017249232495753768,0.16441875502950998,0.27382307694299085,0.5560817811553517,-0.21436200033857167,51.79282868525896
CPAY,0.0005612738584371056,0.016094135559545076,0.15188684612681502,0.2554864815427058,0.5536144670829015,-0.2102866069018724,53.78486055776892
COR,0.00040204218271404926,0.011546256911702722,0.10660223272452529,0.18329114617215642,0.552752449639769,-0.11837614843763722,52.589641434262944
LH,0.0004745117231577718,0.013713781757649387,0.12698800632280416,0.2176995363897272,0.5492751901027985,-0.11560096972231437,51.79282868525896
RMD,0.0008043046595341745,0.02338591246529742,0.2245865878456783,0.3712398513930144,0.5459671784752413,-0.1741830192334234,51.79282868525896
CARR,0.0006316414917637065,0.01842145658426907,0.17248263001246733,0.292431557457296,0.544310803213153,-0.24467315902730757,49.800796812749006
AIG,0.00046239316878567057,0.013529872851108885,0.12355318151840855,0.21478007300615126,0.5425227624848222,-0.12415273981763963,53.38645418326693
APH,0.0006752262558124421,0.020327435004729822,0.18542290771766767,0.32268802688606507,0.5273112179176532,-0.2155315526686561,51.39442231075697
PH,0.0005618100136756449,0.017080783717535207,0.15204240200614816,0.27114903548807695,0.5221339740022345,-0.1625393898998576,50.199203187250994
HBAN,0.0005644291920719771,0.01723239503845979,0.15280261072338086,0.2735557905947276,0.5199530088283192,-0.20813919335427045,50.59760956175299
ANET,0.0010138837088800976,0.031134078147078408,0.29093822360646104,0.4942381684585207,0.5169545999141657,-0.40255743966419855,54.18326693227091
NOC,0.0004157431016588372,0.012790014128928644,0.11042795883452694,0.2030351799008856,0.5160054610692125,-0.1996740833246824,52.589641434262944
WM,0.0003729871187004582,0.011762239177037734,0.09853253407987306,0.18671975834221727,0.5033894363779483,-0.11926141631857345,54.980079681274894
AMZN,0.0005545746541391269,0.01758979965965328,0.14994495438836464,0.27922941306534693,0.5004945980040942,-0.1990002423150694,52.191235059760956
