Stock,Weight
RSG,0.25921343932868157
WMT,0.17182039180911482
ICE,0.16295590514961633
WMB,0.09177576997363351
BSX,0.08408948334718828
IBM,0.0719096497648466
BRO,0.047866124987615236
GDDY,0.045461427081347074
NFLX,0.02303972975900028
COST,0.022438932519657076
FI,0.008186723301896194
WELL,0.0075608027207415395
NVDA,0.0036816202566613406
PLTR,1.8011308590415442e-17
HWM,1.1140177322288558e-17
META,2.4801124695605914e-18
VST,8.267041565201971e-19
GE,0.0
RCL,0.0
TRGP,0.0
