Stock,Weight
ABBV,0.22397662672853835
RSG,0.21563405350803033
PGR,0.11186067797792662
TSCO,0.09075352265897588
ORLY,0.08271501431097285
WMB,0.07071696057898957
MCK,0.05493192230028818
LLY,0.054757390722632755
PANW,0.04962803252764039
GWW,0.03006548866534438
VST,0.01496031002066071
AMP,2.476640105858499e-17
NVDA,9.576250796453126e-18
ANET,5.565814244379848e-18
AVGO,1.8799255715826184e-19
TRGP,0.0
AJG,0.0
AZO,0.0
PWR,0.0
FICO,0.0
