Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-03-16 00:00:00-04:00,207.1617073432636,218.24255591663203,202.783277880759,203.18301391601562,17271500,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,207.9983297103975,217.48026190385238,201.35168484823757,216.485595703125,15115500,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,200.86827822205194,208.91862999113718,193.64527115632862,204.65174865722656,20177500,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,203.0528119352063,210.08990081994696,197.1777388988834,204.82835388183594,12441200,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,207.11522826825257,208.75132189052022,195.26280850052586,195.90423583984375,11533200,0.0,0.0,0.0
2020-03-23 00:00:00-04:00,194.8723586070603,195.9413946122682,186.4315756477544,189.8896942138672,14128200,0.0,0.0,0.0
2020-03-24 00:00:00-04:00,201.15646914622158,208.50962045677943,199.70629306762018,207.9983367919922,13160800,0.0,0.0,0.0
2020-03-25 00:00:00-04:00,209.1602949224631,218.93039959216654,204.80976759667922,210.66624450683594,11876400,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,213.129739309444,224.44298783218275,212.7393083826343,223.3274688720703,12411100,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,216.31824035394703,222.7696762622638,214.42185976186533,216.46697998046875,11170600,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,218.38195253112997,224.12689638405286,216.56923269328703,223.4668731689453,8727800,0.0,0.0,0.0
2020-03-31 00:00:00-04:00,222.5930506353356,224.90776320951005,218.86535415722503,220.14820861816406,10386300,0.0,0.0,0.0
2020-04-01 00:00:00-04:00,211.8747533387822,214.7844103141368,208.35157020827074,210.22935485839844,13710100,0.0,0.0,0.0
2020-04-02 00:00:00-04:00,209.4670920883229,215.83485337806144,208.9000346481945,215.14695739746094,6547000,0.0,0.0,0.0
2020-04-03 00:00:00-04:00,214.20808722667508,216.3275918982546,209.47641854557403,211.96775817871094,5490200,0.0,0.0,0.0
2020-04-06 00:00:00-04:00,220.27833006389065,228.0312014936584,219.32082767604717,226.38580322265625,7624000,0.0,0.0,0.0
2020-04-07 00:00:00-04:00,234.1852016788548,235.00325551522238,226.32078115047656,226.50669860839844,12936600,0.0,0.0,0.0
2020-04-08 00:00:00-04:00,228.90508305813574,235.2356671305881,226.86925346276345,234.1945037841797,6958600,0.0,0.0,0.0
2020-04-09 00:00:00-04:00,237.15990474731862,240.19971948311343,235.31929794608547,237.6711883544922,8812600,0.0,0.0,0.0
2020-04-13 00:00:00-04:00,236.71370290141593,237.00187706950035,231.82400458246104,235.36578369140625,7666400,0.0,0.0,0.0
2020-04-14 00:00:00-04:00,240.0603123669598,243.21167546410783,239.10282383673183,242.55166625976562,6631100,0.0,0.0,0.0
2020-04-15 00:00:00-04:00,237.12274473545654,238.81461203533712,235.29142870428166,237.271484375,4888900,0.0,0.0,0.0
2020-04-16 00:00:00-04:00,238.452060275055,239.18642494317947,235.56098521657174,238.47064208984375,6165700,0.0,0.0,0.0
2020-04-17 00:00:00-04:00,243.84374508343194,245.41477374550416,241.23156737484217,245.05221557617188,6738800,0.0,0.0,0.0
2020-04-20 00:00:00-04:00,241.37103562038794,244.5781723001065,240.37635515807665,240.6366424560547,6498700,0.0,0.0,0.0
2020-04-21 00:00:00-04:00,236.35118082172974,237.50389178548494,232.4003744559781,233.2834930419922,6526100,0.0,0.0,0.0
2020-04-22 00:00:00-04:00,237.8199421103539,240.05099411475632,236.5649744713405,238.41488647460938,5626800,0.0,0.0,0.0
2020-04-23 00:00:00-04:00,239.6047656072316,242.53300440153362,238.16389475629717,238.368408203125,7665400,0.0,0.0,0.0
2020-04-24 00:00:00-04:00,239.8371470723351,242.34708205216012,237.92217057067194,241.82650756835938,4768200,0.0,0.0,0.0
2020-04-27 00:00:00-04:00,243.5648456390991,246.2606837346871,243.15581879765207,245.32177734375,3892200,0.0,0.0,0.0
2020-04-28 00:00:00-04:00,248.64975566506726,248.93792978662822,243.83439956941484,244.18765258789062,5849500,0.0,0.0,0.0
2020-04-29 00:00:00-04:00,249.1146247717791,251.92201114058608,248.11994433985163,250.48114013671875,6773100,0.0,0.0,0.0
2020-04-30 00:00:00-04:00,249.20754583600922,249.67234656399796,246.55820438182135,248.2965545654297,7386600,0.0,0.0,0.0
2020-05-01 00:00:00-04:00,243.6857194868201,244.34572852356422,240.525052097964,241.52903747558594,4790700,0.0,0.0,0.0
2020-05-04 00:00:00-04:00,239.76283407498568,242.53302842004683,238.47067435815742,242.29135131835938,4128900,0.0,0.0,0.0
2020-05-05 00:00:00-04:00,244.9034940948119,247.0973397271136,244.11332725060123,244.52235412597656,4437200,0.0,0.0,0.0
2020-05-06 00:00:00-04:00,246.07478428373898,246.4466191784143,242.7561287703481,242.876953125,3021400,0.0,0.0,0.0
2020-05-07 00:00:00-04:00,245.8331092595121,247.5528492079042,245.32181145202497,245.74942016601562,3410200,0.0,0.0,0.0
2020-05-08 00:00:00-04:00,248.6962745557527,250.19294764085683,247.62723856306968,249.8582763671875,3201100,0.0,0.0,0.0
2020-05-11 00:00:00-04:00,247.99902175557278,251.17827053115553,247.67365564238014,249.89541625976562,3469300,0.0,0.0,0.0
2020-05-12 00:00:00-04:00,250.97382163371745,251.36423837456312,244.79194900152726,244.8663330078125,5159900,0.0,0.0,0.0
2020-05-13 00:00:00-04:00,244.36432871952474,245.3218170786378,238.31261419948103,240.5250701904297,5617500,0.0,0.0,0.0
2020-05-14 00:00:00-04:00,238.28475017712037,243.55560338940225,236.09090416074648,243.42544555664062,7737600,0.0,0.0,0.0
2020-05-15 00:00:00-04:00,241.26874930678892,244.5874046617815,240.3577297445106,244.52235412597656,3385900,0.0,0.0,0.0
2020-05-18 00:00:00-04:00,250.3602738588161,253.50233135581578,250.11856839929754,251.99635314941406,6759200,0.0,0.0,0.0
2020-05-19 00:00:00-04:00,251.55942544383862,253.08398538254318,249.4492404434542,249.61656188964844,4921100,0.0,0.0,0.0
2020-05-20 00:00:00-04:00,252.77722594457336,254.51557602882775,252.56340740901254,253.68821716308594,4896200,0.0,0.0,0.0
2020-05-21 00:00:00-04:00,253.59528668811217,254.32967984207215,250.94594501615273,251.86624145507812,3581300,0.0,0.0,0.0
2020-05-22 00:00:00-04:00,251.69883249199248,252.5912417094933,250.52752589021313,252.43319702148438,2296400,0.0,0.0,0.0
2020-05-26 00:00:00-04:00,257.992280238315,258.1874885925991,255.2220578015347,255.67758178710938,4911800,0.0,0.0,0.0
