Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-03-16 00:00:00-04:00,168.89558316406985,179.10787341314915,164.05614968629013,164.19192504882812,92054400,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,170.17576337144692,178.82662954294082,164.65743828843858,176.64451599121094,121257100,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,166.43221939432343,173.8126126503594,161.7673480808171,171.27166748046875,114156300,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,170.38911986763256,177.95378283356942,166.45161971930034,172.2996826171875,120896500,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,176.25657875219218,177.3524745326253,164.96777932946847,165.54966735839844,118983900,0.0,0.0,0.0
2020-03-23 00:00:00-04:00,166.11626804369598,169.31381044463893,160.2946124811789,165.66920471191406,124639800,0.363,0.0,0.0
2020-03-24 00:00:00-04:00,174.85357907822527,178.66340452354893,172.94865894059532,178.49818420410156,94881800,0.0,0.0,0.0
2020-03-25 00:00:00-04:00,179.23686518846074,184.18380693275301,174.92164923071124,177.17645263671875,88754900,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,178.70232220233203,187.30359856172439,178.44963485058756,186.5066375732422,79887600,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,181.67632660476212,185.15571251065268,179.4701356156448,180.09214782714844,58845000,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,181.80265262004957,187.0800494934435,181.1028871249041,186.64268493652344,49356900,0.0,0.0,0.0
2020-03-31 00:00:00-04:00,186.33162927199209,189.76241593841476,183.88245078842067,185.04872131347656,62659300,0.0,0.0,0.0
2020-04-01 00:00:00-04:00,179.57704067555218,182.3858165912681,175.77692772195397,177.18617248535156,53715400,0.0,0.0,0.0
2020-04-02 00:00:00-04:00,176.1462375186391,184.75722695046815,175.88382174250546,180.78216552734375,56465300,0.0,0.0,0.0
2020-04-03 00:00:00-04:00,180.3351083004814,181.81239275525436,176.1948263828853,178.21636962890625,47487600,0.0,0.0,0.0
2020-04-06 00:00:00-04:00,185.12651695469043,192.0950008761569,183.87277919055117,190.9578857421875,64763500,0.0,0.0,0.0
2020-04-07 00:00:00-04:00,196.68237136338135,196.96422919659346,190.49140543240875,190.88015747070312,69904500,0.0,0.0,0.0
2020-04-08 00:00:00-04:00,192.58095434542017,195.51608088002712,190.65660673727174,194.93295288085938,45940400,0.0,0.0,0.0
2020-04-09 00:00:00-04:00,196.6629419946415,197.50848582516426,193.43624375826684,195.21481323242188,68252600,0.0,0.0,0.0
2020-04-13 00:00:00-04:00,194.37901169822968,197.70289101867638,193.16414287511572,197.3238525390625,42853900,0.0,0.0,0.0
2020-04-14 00:00:00-04:00,201.4057916824844,206.5276823573295,200.61855912487752,205.90567016601562,63959600,0.0,0.0,0.0
2020-04-15 00:00:00-04:00,202.6206481075032,205.87650201084614,201.29887042742226,203.5439453125,47036000,0.0,0.0,0.0
2020-04-16 00:00:00-04:00,205.74042294651775,208.345094023327,203.79663324862247,207.25657653808594,64657400,0.0,0.0,0.0
2020-04-17 00:00:00-04:00,210.094514795178,210.424955495767,206.1194682882542,209.23924255371094,62863200,0.0,0.0,0.0
2020-04-20 00:00:00-04:00,207.3635106855228,209.8126901539572,206.59572018701385,206.7609405517578,38249100,0.0,0.0,0.0
2020-04-21 00:00:00-04:00,204.6810567560534,205.22531548706903,197.90694861693365,199.13153076171875,72932800,0.0,0.0,0.0
2020-04-22 00:00:00-04:00,203.22322598704523,206.3818843571025,202.4748627746795,205.04066467285156,40089100,0.0,0.0,0.0
2020-04-23 00:00:00-04:00,205.83762844954728,208.41315900898277,204.19513841315504,204.60333251953125,43278500,0.0,0.0,0.0
2020-04-24 00:00:00-04:00,205.04069832197578,208.27711059339927,203.6120114229706,207.8300323486328,34231900,0.0,0.0,0.0
2020-04-27 00:00:00-04:00,210.1139617433263,210.54159787402878,208.47145698219148,209.5016632080078,36451700,0.0,0.0,0.0
2020-04-28 00:00:00-04:00,211.21220629729646,211.21220629729646,205.27392787884932,205.55577087402344,46862800,0.0,0.0,0.0
2020-04-29 00:00:00-04:00,210.11394856598005,213.78770988761153,209.09345601442945,212.844970703125,48716400,0.0,0.0,0.0
2020-04-30 00:00:00-04:00,213.76828678454748,213.85575376901983,211.24136886572845,212.7575225830078,43359500,0.0,0.0,0.0
2020-05-01 00:00:00-04:00,208.47147035434833,210.58048065246615,205.73071942991982,206.7609405517578,48795000,0.0,0.0,0.0
2020-05-04 00:00:00-04:00,205.51691442609547,209.39476581890557,205.18645886948872,209.17123413085938,32841000,0.0,0.0,0.0
2020-05-05 00:00:00-04:00,211.32886073693575,213.95297438970755,210.75544622017043,211.5426788330078,37783100,0.0,0.0,0.0
2020-05-06 00:00:00-04:00,213.23372270850695,214.82762965847436,211.97998488570252,212.844970703125,36455200,0.0,0.0,0.0
2020-05-07 00:00:00-04:00,215.58572387695312,216.47013692434203,214.22506218184807,215.58572387695312,38624800,0.0,0.0,0.0
2020-05-08 00:00:00-04:00,217.26710328373784,218.6763478930609,216.2271686442757,218.540283203125,31852300,0.0,0.0,0.0
2020-05-11 00:00:00-04:00,217.20881004967998,221.52401121692685,216.9755499203936,220.49380493164062,35714100,0.0,0.0,0.0
2020-05-12 00:00:00-04:00,221.09637447645454,221.689230954192,215.84813315797388,215.87728881835938,41054100,0.0,0.0,0.0
2020-05-13 00:00:00-04:00,216.40212858247304,218.2973207291924,210.61935671737967,213.17543029785156,65521200,0.0,0.0,0.0
2020-05-14 00:00:00-04:00,211.84392888313653,215.6343129957418,209.91958116673226,215.59544372558594,51549300,0.0,0.0,0.0
2020-05-15 00:00:00-04:00,212.63116639080758,217.0532911799798,212.19381664900797,216.99497985839844,55747200,0.0,0.0,0.0
2020-05-18 00:00:00-04:00,219.92038218943438,222.25292407477332,219.13314967388098,221.03805541992188,42398100,0.0,0.0,0.0
2020-05-19 00:00:00-04:00,221.30047326750312,223.3900562713168,220.3383067750407,220.4840850830078,36237300,0.0,0.0,0.0
2020-05-20 00:00:00-04:00,223.04985345587934,225.2463303341401,223.03041140777083,224.88673400878906,37417000,0.0,0.0,0.0
2020-05-21 00:00:00-04:00,224.93535325227575,225.61567670184118,221.9224731942787,222.4375762939453,43642900,0.0,0.0,0.0
2020-05-22 00:00:00-04:00,222.02935360558345,223.40944237679702,221.10605655518657,223.20535278320312,28762400,0.0,0.0,0.0
2020-05-26 00:00:00-04:00,226.80136040023748,227.00546482376203,222.35979425582138,222.60276794433594,33055300,0.0,0.0,0.0
2020-05-27 00:00:00-04:00,222.26261946291254,223.93427966979382,217.64611926098817,223.81764221191406,55665600,0.0,0.0,0.0
2020-05-28 00:00:00-04:00,222.67083555193898,226.9082978029433,222.61252423219057,223.52610778808594,42784300,0.0,0.0,0.0
