Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 00:00:00-04:00,195.7389411032586,212.53987586944913,189.0783808676608,202.20919799804688,2981315,0.0,0.0
2020-03-17 00:00:00-04:00,208.91507737245269,225.58913439216036,202.39045191076968,225.2085418701172,3969723,0.0,0.0
2020-03-18 00:00:00-04:00,216.67212989810392,228.3349023450333,206.6133224410959,212.70297241210938,3780098,0.0,0.0
2020-03-19 00:00:00-04:00,214.3159899067561,215.36718648175793,199.87117870297934,200.23365783691406,2707845,0.0,0.0
2020-03-20 00:00:00-04:00,197.37913558131416,203.6409749946838,195.9382757151671,199.4724578857422,3792090,0.0,0.0
2020-03-23 00:00:00-04:00,198.6931819137644,202.4357816806879,179.20084211610092,181.765380859375,4576010,0.0,0.0
2020-03-24 00:00:00-04:00,189.76707493376142,191.90569474096412,180.78663488737467,183.82240295410156,3577865,0.0,0.0
2020-03-25 00:00:00-04:00,186.26010278540215,189.64022295629766,180.46949249158635,184.5020751953125,3576533,0.0,0.0
2020-03-26 00:00:00-04:00,185.58951895814562,198.95596592338913,185.19985559298524,198.77471923828125,2729575,0.0,0.0
2020-03-27 00:00:00-04:00,192.63064900199237,200.7320681203118,191.60665078316273,196.26451110839844,2307788,0.0,0.0
2020-03-30 00:00:00-04:00,199.40902653002414,202.72572135102965,196.9441683333459,201.96450805664062,1974048,0.0,0.0
2020-03-31 00:00:00-04:00,201.2305305935382,209.3772491589748,198.45756106231315,208.21731567382812,2763605,0.0,0.0
2020-04-01 00:00:00-04:00,200.9133221354449,208.21727326893097,199.36371140918365,204.25718688964844,2053280,0.0,0.0
2020-04-02 00:00:00-04:00,203.9490982573863,211.6971102117725,203.36913156985355,211.39805603027344,1596438,0.0,0.0
2020-04-03 00:00:00-04:00,209.34098231580307,211.01744315782747,201.8920247614403,205.4624481201172,1295293,0.0,0.0
2020-04-06 00:00:00-04:00,209.4134656429863,216.74461525791966,207.9091807244634,215.39437866210938,2310658,0.0,0.0
2020-04-07 00:00:00-04:00,217.4877190823106,220.20630582677558,213.01109061061567,215.2675323486328,2410698,0.0,0.0
2020-04-08 00:00:00-04:00,216.71743384669574,228.09927922047262,213.24669065105428,226.5496826171875,2566908,0.0,0.0
2020-04-09 00:00:00-04:00,226.5497017054045,227.07530006343023,220.68659561235467,224.2388916015625,2449545,0.0,0.0
2020-04-13 00:00:00-04:00,222.48993251119742,225.4985167813696,218.9376365595003,224.7916717529297,1341725,0.0,0.0
