Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 00:00:00-04:00,30.47746204468068,32.142806769710354,27.38120917797582,27.728830337524414,6701900,0.0,0.0
2020-03-17 00:00:00-04:00,28.50491568222558,32.73295912532766,26.605128060361967,32.425758361816406,9171700,0.0,0.0
2020-03-18 00:00:00-04:00,30.307700242349483,31.277802834261283,27.130605927359824,30.073257446289062,7253200,0.0,0.0
2020-03-19 00:00:00-04:00,30.170266113268266,30.202603687654733,27.08209868861971,29.095067977905273,5291200,0.0,0.0
2020-03-20 00:00:00-04:00,29.078894755753847,29.6690415208371,27.47013614001593,27.712661743164062,5393500,0.0,0.0
2020-03-23 00:00:00-04:00,27.502474550172934,28.90104209108863,25.869464249366047,26.831483840942383,6180400,0.0,0.0
2020-03-24 00:00:00-04:00,27.656069466319398,29.119311940844632,27.413543890112788,28.682764053344727,5400200,0.0,0.0
2020-03-25 00:00:00-04:00,28.561506415943576,30.146010336835058,27.146770111458956,28.698936462402344,5194400,0.0,0.0
2020-03-26 00:00:00-04:00,28.674685156626655,31.746683407772267,28.63426165178649,31.261629104614258,4915500,0.0,0.0
2020-03-27 00:00:00-04:00,30.202599966597322,32.60361060106578,30.000494777403155,31.205039978027344,5803000,0.0,0.0
2020-03-30 00:00:00-04:00,31.682010233839755,33.072495005109815,30.97060214592168,32.73295974731445,6295900,0.0,0.0
2020-03-31 00:00:00-04:00,32.36108360100049,33.00782270738236,31.61733794609418,32.3934211730957,7704500,0.0,0.0
2020-04-01 00:00:00-04:00,30.98676591956873,31.78710065998206,30.833164017801224,31.41522789001465,6979900,0.0,0.0
2020-04-02 00:00:00-04:00,30.905925035436667,32.75720930103489,30.905925035436667,32.336830139160156,4823500,0.0,0.0
2020-04-03 00:00:00-04:00,31.997292001870804,32.555101160999605,30.3642818578373,30.6795654296875,3445000,0.0,0.0
2020-04-06 00:00:00-04:00,31.82752807416447,33.872834926404266,31.82752807416447,33.43628692626953,5157800,0.0,0.0
2020-04-07 00:00:00-04:00,34.30128920054644,34.5680664174512,32.65211029718577,32.7167854309082,6177600,0.0,0.0
2020-04-08 00:00:00-04:00,32.918897437179076,35.23906437360572,32.66020301630339,34.94803237915039,3674700,0.0,0.0
2020-04-09 00:00:00-04:00,35.384570826629016,36.637622167990415,35.384570826629016,36.176822662353516,5735700,0.0,0.0
